Substructure,Count,Count max,step max,step min,step count,step_list,median_score_fragment_max,median_score_fragment_min,Mean score cluster,median_score_fragment_list,diff_median_score_max,diff_median_score_min,Mean diff score,diff_median_score_list,count_per_molecule_max,count_per_molecule_first,count_per_molecule_mean,Total Number of Molecules with Substructure,Number of Molecules with Substructure List,Molecules containing fragment,Number of Molecules_with_Fragment,count_perc_ratio
C=C1C=Cc2ccccc2CCC1,2,2,30,30,1,[30],0.0,0.0,0.0,[0.0],-0.0101241,-0.0101241,-0.0101241,[-0.0101241],1,1,1.0,1,[1],{'COC(=O)C1(Cc2ccc(OC)cc2)OC(=O)C=Cc2ccc(Br)cc2O1'},1,1.0
C=C1CC(=C(Cc2cccc2)c2ccccc2)C=C1c1ccccc1,2,2,230,230,1,[230],0.4283546,0.4283546,0.4283546,[0.4283546],-0.0111363999999999,-0.0111363999999999,-0.0111363999999999,[-0.0111363999999999],1,1,1.0,1,[1],{'O=C1OC(=C(Nc2ccco2)c2ccc(Br)cc2)N=C1c1ccccc1'},1,1.0
C=C1CC(=C)C(=C)C(c2ccccc2)C1,2,2,10,10,1,[10],0.0016493,0.0016493,0.0016493,[0.0016493],-0.005046,-0.005046,-0.005046,[-0.005046],1,1,1.0,1,[1],{'CC=C1C(=O)N(CC)C(=O)CC1c1ccccc1'},1,1.0
C=C1CC(=C)C(=C2CC(=C)c3ccccc3C2)C1,1,1,30,30,1,[30],0.0348425,0.0348425,0.0348425,[0.0348425],0.0277171999999999,0.0277171999999999,0.0277171999999999,[0.0277171999999999],1,1,1.0,1,[1],{'O=C1CC(=C2CC(=O)c3ccccc3N2)C(=O)O1'},1,1.0
C=C1CC(=C)C(=C2Cc3ccccc3C2=C)C1,1,1,80,80,1,[80],0.3561533,0.3561533,0.3561533,[0.3561533],0.3495306,0.3495306,0.3495306,[0.3495306],1,1,1.0,1,[1],{'O=C1CC(=C2Nc3ccccc3C2=O)C(=O)O1'},1,1.0
C=C1CC(=C)C(=Cc2ccccc2)C1,8,4,70,20,3,"[20, 40, 70]",0.0382451,0.0,0.02022255,"[0.02242255, 0.0382451, 0.0]",0.03612315,-0.011562,0.014522883333333333,"[0.0190075, 0.03612315, -0.011562]",2,2,1.3333333333333333,4,"[2, 1, 1]","{'O=C1OC(=Cc2ccccc2)C(=O)C1c1ccc(Cl)cc1', 'O=C1OC(=Cc2ccccc2)C(=O)C1O', 'O=C1OC(=Cc2ccccc2)C(=O)C1c1ccc(O)cc1', 'O=C1OC(=Cc2cccc([N+](=O)[O-])c2)C(=O)C1c1ccc(O)cc1'}",4,1.0
C=C1CC(=C)C(C2C(=C)c3ccccc32)C1,2,2,30,30,1,[30],0.0135203,0.0135203,0.0135203,[0.0135203],0.006395,0.006395,0.006395,[0.006395],1,1,1.0,1,[1],{'O=C1CC(=O)C(C2(O)C(=O)c3ccccc32)O1'},1,1.0
C=C1CC(=C)C(CC(=C)c2ccccc2)C1,2,2,30,30,1,[30],0.0062991,0.0062991,0.0062991,[0.0062991],-0.003825,-0.003825,-0.003825,[-0.003825],1,1,1.0,1,[1],{'O=C1CC(=O)C(O)(CC(=O)c2ccccc2)O1'},1,1.0
C=C1CC(=C)C(CCc2ccccc2)C1,2,2,50,50,1,[50],0.0002453,0.0002453,0.0002453,[0.0002453],-0.0068971,-0.0068971,-0.0068971,[-0.0068971],1,1,1.0,1,[1],{'N#CC1(CCc2ccccc2)NC(=O)NC1=O'},1,1.0
C=C1CC(=C)C(Cc2cccc2)C1,2,2,20,20,1,[20],0.0002582,0.0002582,0.0002582,[0.0002582],-0.0032275999999999,-0.0032275999999999,-0.0032275999999999,[-0.0032275999999999],1,1,1.0,1,[1],{'O=C1OC(=O)C(c2ccoc2)C1Cc1ccco1'},1,1.0
C=C1CC(=C)C(Cc2ccccc2)C1,4,2,60,10,2,"[10, 60]",0.0031799,0.0005586,0.0018692499999999998,"[0.0031799, 0.0005586]",-0.0035154,-0.0043133,-0.0039143500000000005,"[-0.0035154, -0.0043133]",1,1,1.0,2,"[1, 1]","{'O=C1NC(Cc2ccccc2)C(=O)C1c1ccccc1', 'COCc1ccc(CC2CC(=O)N(Cc3ccccc3)C2=O)cc1'}",2,1.0
C=C1CC(=C)C(c2cccc2)C1,2,2,20,20,1,[20],0.0002582,0.0002582,0.0002582,[0.0002582],-0.0032275999999999,-0.0032275999999999,-0.0032275999999999,[-0.0032275999999999],1,1,1.0,1,[1],{'O=C1OC(=O)C(c2ccoc2)C1Cc1ccco1'},1,1.0
C=C1CC(=C)C(c2cccc2)C1Cc1cccc1,1,1,20,20,1,[20],0.0002582,0.0002582,0.0002582,[0.0002582],-0.0032275999999999,-0.0032275999999999,-0.0032275999999999,[-0.0032275999999999],1,1,1.0,1,[1],{'O=C1OC(=O)C(c2ccoc2)C1Cc1ccco1'},1,1.0
C=C1CC(=C)C(c2ccccc2)C1,2,2,20,20,1,[20],0.0002735,0.0002735,0.0002735,[0.0002735],-0.0032123,-0.0032123,-0.0032123,[-0.0032123],1,1,1.0,1,[1],{'Cc1ccc(C2CC(=O)N(Cc3ccccc3)C2=O)cc1'},1,1.0
C=C1CC(=C)C(c2ccccc2)c2ccccc21,2,2,20,20,1,[20],0.0053075,0.0053075,0.0053075,[0.0053075],0.0019631999999999,0.0019631999999999,0.0019631999999999,[0.0019631999999999],1,1,1.0,1,[1],{'O=C1CC(=O)C(O)(c2ccccc2)c2ccccc21'},1,1.0
C=C1CC(=C)C1,1,1,80,80,1,[80],0.0003917,0.0003917,0.0003917,[0.0003917],-0.0063059,-0.0063059,-0.0063059,[-0.0063059],1,1,1.0,1,[1],{'CN1C(=O)C(CC2=NCCO2)(c2ccccc2)C1=O'},1,1.0
C=C1CC(=C)C1(CC1=CCCC1)c1ccccc1,2,2,80,80,1,[80],0.0003917,0.0003917,0.0003917,[0.0003917],-0.0063059,-0.0063059,-0.0063059,[-0.0063059],1,1,1.0,1,[1],{'CN1C(=O)C(CC2=NCCO2)(c2ccccc2)C1=O'},1,1.0
C=C1CC(=C)C1=C(Cc1cccc1)c1ccccc1,2,2,210,210,1,[210],0.0512617,0.0512617,0.0512617,[0.0512617],-0.3752991,-0.3752991,-0.3752991,[-0.3752991],1,1,1.0,1,[1],{'O=C1OC(=O)C1=C(Nc1ccco1)c1ccc(Br)cc1'},1,1.0
C=C1CC(=C)C1=C(Cc1ccccc1)c1cccc1,2,2,130,130,1,[130],0.1340784,0.1340784,0.1340784,[0.1340784],-0.1164948,-0.1164948,-0.1164948,[-0.1164948],1,1,1.0,1,[1],{'O=C1C(=C(Nc2ccccn2)c2ccco2)C(=O)N1c1ccc(Br)cc1'},1,1.0
C=C1CC(=C)C1=Cc1cccc(-c2ccccc2)c1,2,2,110,110,1,[110],0.0731712,0.0731712,0.0731712,[0.0731712],-0.0207215999999999,-0.0207215999999999,-0.0207215999999999,[-0.0207215999999999],1,1,1.0,1,[1],{'O=C1OC(=O)C1=Cc1cccc(-c2ccccc2O)c1'},1,1.0
C=C1CC(=C)C1=Cc1ccccc1,2,2,110,110,1,[110],0.0731712,0.0731712,0.0731712,[0.0731712],-0.0207215999999999,-0.0207215999999999,-0.0207215999999999,[-0.0207215999999999],1,1,1.0,1,[1],{'O=C1OC(=O)C1=Cc1cccc(-c2ccccc2O)c1'},1,1.0
C=C1CC(=C)C1CC1=CCCC1,2,2,80,80,1,[80],0.0003917,0.0003917,0.0003917,[0.0003917],-0.0063059,-0.0063059,-0.0063059,[-0.0063059],1,1,1.0,1,[1],{'CN1C(=O)C(CC2=NCCO2)(c2ccccc2)C1=O'},1,1.0
C=C1CC(=C)C1Cc1ccccc1,2,2,90,90,1,[90],0.0014882,0.0014882,0.0014882,[0.0014882],-0.0321638,-0.0321638,-0.0321638,[-0.0321638],1,1,1.0,1,[1],{'O=CN1C(=O)C(CO)(Cc2ccccc2)C1=O'},1,1.0
C=C1CC(=C)C1c1ccccc1,2,2,80,80,1,[80],0.0003917,0.0003917,0.0003917,[0.0003917],-0.0063059,-0.0063059,-0.0063059,[-0.0063059],1,1,1.0,1,[1],{'CN1C(=O)C(CC2=NCCO2)(c2ccccc2)C1=O'},1,1.0
C=C1CC(=C)C2(C1)CC(=C)c1ccccc1C2,2,2,10,10,1,[10],0.0066953,0.0066953,0.0066953,[0.0066953],0.0002205,0.0002205,0.0002205,[0.0002205],1,1,1.0,1,[1],{'O=C(O)c1ccc(N2C(=O)CC3(CC(=O)c4ccccc4O3)C2=O)cc1'},1,1.0
C=C1CC(=C)C2(CCCc3ccccc3C2)C1,2,2,60,60,1,[60],0.0014981,0.0014981,0.0014981,[0.0014981],-0.0033738,-0.0033738,-0.0033738,[-0.0033738],1,1,1.0,1,[1],{'O=C1CC2(CCSc3ccccc3O2)C(=O)N1c1ccc(Cl)cc1'},1,1.0
C=C1CC(=C)CC(=C)C1,2,2,120,120,1,[120],0.0071167,0.0071167,0.0071167,[0.0071167],-0.1526816499999999,-0.1526816499999999,-0.1526816499999999,[-0.1526816499999999],1,1,1.0,1,[1],{'CN1C(=O)C(C)(C)C(=O)C(F)(F)C1=O'},1,1.0
C=C1CC(=C)CC(=Cc2ccccc2)C1,2,2,60,60,1,[60],0.0129259,0.0129259,0.0129259,[0.0129259],0.0101695,0.0101695,0.0101695,[0.0101695],1,1,1.0,1,[1],{'O=C1CC(=Cc2ccccc2)OC(=O)C1c1ccc(Cl)cc1'},1,1.0
C=C1CC(=C)CC(c2ccccc2)C1,2,2,10,10,1,[10],0.0173946,0.0173946,0.0173946,[0.0173946],0.0109198,0.0109198,0.0109198,[0.0109198],1,1,1.0,1,[1],{'O=CN1C(=S)N(Cc2ccccc2)C(=O)C(F)(F)C1c1cccc([N+](=O)[O-])c1'},1,1.0
C=C1CC(=C)Cc2ccccc2C1,2,2,60,60,1,[60],0.0007368,0.0007368,0.0007368,[0.0007368],-0.0041351,-0.0041351,-0.0041351,[-0.0041351],1,1,1.0,1,[1],{'COc1ccc(CN2C(=O)Cc3ccccc3C(C)C2=O)cc1'},1,1.0
C=C1CC(=C)c2cc3ccccc3cc2C1,1,1,90,90,1,[90],0.0,0.0,0.0,[0.0],-0.033652,-0.033652,-0.033652,[-0.033652],1,1,1.0,1,[1],{'O=C1Cc2cc3ccccc3cc2C(=O)N1'},1,1.0
C=C1CC(=C)c2ccc3ccccc3c2C1,1,1,100,100,1,[100],0.0,0.0,0.0,[0.0],-0.03539485,-0.03539485,-0.03539485,[-0.03539485],1,1,1.0,1,[1],{'O=C1Cc2c(ccc3ccccc23)C(=O)N1'},1,1.0
C=C1CC(=C)c2ccccc21,40,8,120,20,11,"[20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120]",0.0515754999999999,0.0,0.013290409090909071,"[0.00989345, 0.0057944, 0.00521065, 0.0053337, 0.0253654, 0.0074363499999999, 0.00270995, 0.0266947, 0.0061804, 0.0515754999999999, 0.0]",0.022609,-0.1597983499999999,-0.0205960318181818,"[0.0065502, -0.0043297, 0.0029727499999999, -0.0018086999999999, 0.022609, -0.00556105, -0.00430965, -0.01519065, -0.0357336999999999, -0.0319565, -0.1597983499999999]",4,2,2.0,22,"[2, 1, 2, 1, 1, 4, 2, 3, 3, 2, 1]","{'CN1C(=O)c2ccccc2C1=O', 'O=C1NC(=O)c2ccccc21', 'O=C(O)c1ccc(N2C(=O)c3ccccc3C2=O)cc1', 'CCOC(=O)c1ccc(N2C(=O)c3ccccc3C2=O)cc1', 'O=CN1C(=O)c2ccccc2C1=O', 'O=C(OCCN1C(=O)c2ccccc2C1=O)c1ccc([N+](=O)[O-])cc1', 'O=C1c2ccccc2C(=O)C1c1ccc2cccnc2c1', 'O=C1c2cccnc2C(=O)N1C1CC(CO)CC1O', 'O=C1c2ccccc2C(=O)C1(Cc1ccc(Br)cc1)S(=O)(=O)c1ccc(Br)cc1', 'O=C1OCCC1N1C(=O)c2ccccc2C1=O', 'O=C1c2ccccc2C(=O)C1(Cc1ccc(Br)cc1)S(=O)(=O)c1ccc(Cl)cc1', 'O=C1c2ccc(F)cc2C(=O)C1c1ccccc1', 'O=C1CC(CCN2C(=O)c3ccccc3C2=O)CO1', 'O=C1OC(=O)c2ccccc21', 'CCN1C(=O)c2ccccc2C1=O', 'O=C1CCC(C2(O)C(=O)c3ccccc3C2=O)C1', 'O=C1NC(=O)c2ncccc21', 'CCC1C(=O)c2ccccc2C1=O', 'O=C1c2ccccc2C(=O)C1(O)Cc1ccccc1', 'O=C(O)C1(O)C(=O)c2ccccc2C1=O', 'O=C1OC(=Cc2ccc3occc3c2)c2ccccc21', 'O=C(c1ccc(Br)cc1)C(Br)CN1C(=O)c2ccccc2C1=O'}",22,2.0
C=C1CC(=C)c2ccccc2C(c2ccccc2)C1,2,2,20,20,1,[20],0.0039734,0.0039734,0.0039734,[0.0039734],0.0006291,0.0006291,0.0006291,[0.0006291],1,1,1.0,1,[1],{'O=C1OC(c2ccc(CO)cc2)c2ccccc2C(=O)C1Cl'},1,1.0
C=C1CC(=C)c2ccccc2C1,25,9,310,20,8,"[20, 50, 60, 80, 90, 100, 110, 310]",0.014614,0.0,0.0071480875,"[0.0, 0.001166, 0.0130105, 0.0066976, 0.0, 0.0099264, 0.0117702, 0.014614]",0.0102540999999999,-0.4403412,-0.07269184375,"[-0.0034858, -0.0067937, 0.0102540999999999, 7.490000000000014e-05, -0.033652, -0.0254684499999999, -0.0821226, -0.4403412]",5,3,1.75,14,"[3, 5, 1, 1, 1, 1, 1, 1]","{'O=C1Cc2ccccc2C(=O)C1O', 'O=C1CC(=O)c2ccccc2O1', 'O=C1Cc2ccc(Cl)cc2C(=O)C1c1ccccc1', 'O=C1Cc2ccccc2C(=O)C1(F)C(=O)Oc1ccccc1', 'O=C(CN1C(=O)Cc2ccccc2C1=O)c1ccc([N+](=O)[O-])cc1', 'O=C1Cc2ccccc2C(=O)N1CC(Br)C(F)c1ccccc1', 'O=C1CC(=O)c2ccccc2N1', 'O=C1Cc2ccccc2C(=O)N1O', 'O=C1CC(=O)C(O)(c2ccccc2)c2ccccc21', 'O=C1OC(C2C(=O)Oc3ccccc3C2=O)C(=O)c2ccccc21', 'C=C1CC(=O)c2ccccc2C1O', 'O=C1Cc2ccccc2C(=O)N1OCc1ccccc1', 'O=C1Cc2ccccc2C(=O)N1', 'N#CC1C(=O)N(c2ccccc2)C(=C(Br)Br)c2ccccc21'}",14,1.6666666666666667
C=C1CC(=C)c2ccccc2C1=C,7,2,120,20,6,"[20, 30, 40, 60, 80, 120]",0.0677225,0.0,0.04021145,"[0.0255184, 0.0677225, 0.0362463, 0.0, 0.0479524, 0.0638291]",0.0605972,-0.0959692499999999,0.009564033333333352,"[0.0221741, 0.0605972, 0.03412435, -0.0048719, 0.0413297, -0.0959692499999999]",1,1,1.0,6,"[1, 1, 1, 1, 1, 1]","{'O=C1CC(=Cc2cccc3cccnc23)C(=O)c2ccccc21', 'O=C1CC(=Nc2cccc3cccnc23)C(=O)c2ccccc21', 'O=C1CC(=O)c2ccccc2C1=O', 'O=C1C(=O)C(c2ccc(Cl)cc2)C(=O)c2ccccc21', 'O=C1NC(=S)C(=O)c2ncccc21', 'O=C1NC(=O)c2ccccc2C1=O'}",6,1.0
C=C1CC(=C2C(=C)Cc3ccccc32)C=C1c1ccccc1,4,2,160,140,2,"[140, 160]",0.3899521,0.3809664,0.38545925000000003,"[0.3809664, 0.3899521]",0.117755,0.0144931,0.06612405,"[0.117755, 0.0144931]",1,1,1.0,2,"[1, 1]","{'O=C1OC(=C2C(=O)Oc3ccc(Br)cc32)N=C1c1ccccc1', 'O=C1OC(=C2C(=O)Oc3ccccc32)N=C1c1ccc(Cl)cc1'}",2,1.0
C=C1CC(=C2C(=C)c3ccccc3C2c2ccccc2)C1,2,2,120,120,1,[120],0.2128705,0.2128705,0.2128705,[0.2128705],0.1180766499999999,0.1180766499999999,0.1180766499999999,[0.1180766499999999],1,1,1.0,1,[1],{'O=C1CC(=C2C(=O)c3ccccc3N2c2ccc(Cl)cc2)O1'},1,1.0
C=C1CC(=C2C=C(c3ccccc3)C(=C)C2)Cc2ccccc2C1,2,2,180,180,1,[180],0.3608656,0.3608656,0.3608656,[0.3608656],-0.0662466999999999,-0.0662466999999999,-0.0662466999999999,[-0.0662466999999999],1,1,1.0,1,[1],{'O=C1CC(=C2N=C(c3ccc(F)cc3)C(=O)O2)Nc2ccccc2O1'},1,1.0
C=C1CC(=C2C=C(c3ccccc3)C(=C)C2)c2ccccc2C1,2,2,170,170,1,[170],0.3919825,0.3919825,0.3919825,[0.3919825],0.0077688,0.0077688,0.0077688,[0.0077688],1,1,1.0,1,[1],{'O=C1CC(=C2N=C(c3ccc(Br)cc3)C(=O)O2)c2cc(Br)ccc2O1'},1,1.0
C=C1CC(=C2CC(=C)c3ccccc3C2)C=C1c1ccccc1,3,2,160,90,2,"[90, 160]",0.318994,0.3149872,0.3169906,"[0.318994, 0.3149872]",0.292138,-0.0655675,0.11328525,"[0.292138, -0.0655675]",1,1,1.0,2,"[1, 1]","{'O=C1OC(=C2CC(=O)c3ccccc3N2)N=C1c1ccc(Cl)cc1', 'O=C1OC(=C2CC(=O)c3ccccc3N2)N=C1c1ccccc1'}",2,1.0
C=C1CC(=C2CC(=C)c3ccccc3C2=C)Cc2ccccc21,1,1,40,40,1,[40],0.0375931,0.0375931,0.0375931,[0.0375931],0.03547115,0.03547115,0.03547115,[0.03547115],1,1,1.0,1,[1],{'O=C1CC(=C2OC(=O)c3ccccc3C2=O)Nc2ccccc21'},1,1.0
C=C1CC(=C2Cc3c(cc4ccccc34)C2=C)c2ccccc21,1,1,110,110,1,[110],0.2594719,0.2594719,0.2594719,[0.2594719],0.1863006999999999,0.1863006999999999,0.1863006999999999,[0.1863006999999999],1,1,1.0,1,[1],{'O=C1OC(=C2Oc3c(sc4ccccc34)C2=O)c2ccccc21'},1,1.0
C=C1CC(=C2Cc3c(ccc4ccccc34)CC2=C)C=C1c1ccccc1,1,1,150,150,1,[150],0.0,0.0,0.0,[0.0],-0.3516546,-0.3516546,-0.3516546,[-0.3516546],1,1,1.0,1,[1],{'O=C1OC(=C2Oc3c(ccc4ccccc34)OC2=O)N=C1c1ccccc1'},1,1.0
C=C1CC(=C2Cc3ccccc3C2=C)C1,2,2,120,120,1,[120],0.2128705,0.2128705,0.2128705,[0.2128705],0.1180766499999999,0.1180766499999999,0.1180766499999999,[0.1180766499999999],1,1,1.0,1,[1],{'O=C1CC(=C2C(=O)c3ccccc3N2c2ccc(Cl)cc2)O1'},1,1.0
C=C1CC(=C2Cc3ccccc3C2=C)C=C1c1ccccc1,21,8,160,110,5,"[110, 120, 130, 150, 160]",0.3879144,0.3463755,0.36859604,"[0.3856602, 0.3630869, 0.3599432, 0.3463755, 0.3879144]",0.312489,-0.0052790999999999,0.15250606000000003,"[0.312489, 0.2809618, 0.1619032, -0.0052790999999999, 0.0124554]",4,1,2.2,11,"[1, 4, 4, 1, 1]","{'O=C1OC(=C2Nc3ccccc3C2=O)N=C1c1ccc(Br)cc1', 'O=C1OC(=C2C(=O)c3ccccc3N2O)N=C1c1ccccc1', 'O=C1OC(=C2Nc3ccccc3C2=O)N=C1c1ccc(O)cc1', 'O=C1OC(=C2C(=O)c3ccccc3N2O)N=C1c1ccc(Br)cc1', 'O=C1OC(=C2C(=O)c3ccccc3N2O)N=C1c1ccc(Cl)cc1', 'O=C1OC(=C2Oc3ccccc3C2=O)N=C1c1ccc(Br)cc1', 'O=C1OC(=C2C(=O)c3ccccc3N2O)N=C1c1ccc(F)cc1', 'O=C1CC(=C2Nc3ccccc3C2=O)N=C1c1ccc(Br)cc1', 'O=C1OC(=C2Nc3ccccc3C2=O)N=C1c1ccccc1', 'O=C1OC(=C2Nc3ccccc3C2=O)N=C1c1ccc(Cl)cc1', 'O=C1CC(=C2C(=O)c3ccccc3N2O)N=C1c1ccccc1'}",11,4.0
C=C1CC(=C2Cc3ccccc3C2=C)C=Cc2ccccc21,4,4,130,130,1,[130],0.3161084,0.3161084,0.3161084,[0.3161084],0.1042962,0.1042962,0.1042962,[0.1042962],2,2,2.0,2,[2],"{'O=C1OC(=C2C(=O)c3ccccc3N2O)N=Cc2ccccc21', 'O=C1CC(=C2C(=O)c3ccccc3N2O)N=Cc2ccc(Cl)cc21'}",2,1.0
C=C1CC(=C2Cc3ccccc3C2=C)Cc2ccccc21,1,1,130,130,1,[130],0.2178306,0.2178306,0.2178306,[0.2178306],-0.0327425999999999,-0.0327425999999999,-0.0327425999999999,[-0.0327425999999999],1,1,1.0,1,[1],{'O=C1CC(=C2Nc3ccccc3C2=O)Nc2ccccc21'},1,1.0
C=C1CC(=C2Cc3ccccc3CC2=C)C=C1c1ccc(Cc2ccccc2)c1,1,1,160,160,1,[160],0.3312034,0.3312034,0.3312034,[0.3312034],-0.0493513,-0.0493513,-0.0493513,[-0.0493513],1,1,1.0,1,[1],{'O=C1OC(=C2Nc3ccccc3OC2=O)N=C1c1ccc(Nc2ccncc2)s1'},1,1.0
C=C1CC(=C2Cc3ccccc3CC2=C)C=C1c1cccc1,2,2,160,160,1,[160],0.3312034,0.3312034,0.3312034,[0.3312034],-0.0493513,-0.0493513,-0.0493513,[-0.0493513],1,1,1.0,1,[1],{'O=C1OC(=C2Nc3ccccc3OC2=O)N=C1c1ccc(Nc2ccncc2)s1'},1,1.0
C=C1CC(=C2Cc3ccccc3CC2=C)C=C1c1ccccc1,31,8,310,150,7,"[150, 160, 170, 180, 190, 200, 310]",0.4303538999999999,0.393669,0.40739875,"[0.40166735, 0.393669, 0.417909, 0.4052847, 0.4303538999999999, 0.3965595, 0.4063478]",0.0627516,-0.0486074,0.007622207142857129,"[0.0627516, 0.01821, 0.0338692999999999, -0.0218276, 0.0305992499999999, -0.0216396999999999, -0.0486074]",4,4,2.2857142857142856,16,"[4, 3, 2, 3, 2, 1, 1]","{'O=C1OC(=C2Nc3ccccc3OC2=O)N=C1c1ccc([N+](=O)[O-])cc1', 'O=C1OC(=C2C(=O)Oc3ccccc3N2O)N=C1c1ccc(Br)cc1', 'O=C1OC(=C2C(=O)Oc3ccccc3N2O)N=C1c1ccc([N+](=O)[O-])cc1', 'O=C1OC(=C2C(=O)Oc3ccccc3N2O)N=C1c1ccccc1', 'O=C1OC(=C2C(=O)Oc3ccccc3N2O)N=C1c1cccc(F)c1', 'O=C1OC(=C2Nc3ccccc3OC2=O)N=C1c1cccc([N+](=O)[O-])c1', 'O=C1OC(=C2Nc3ccccc3OC2=O)N=C1c1ccc(O)cc1', 'O=C1OC(=C2Nc3ccccc3OC2=O)N=C1c1ccc(C(=O)O)cc1', 'O=C1OC(=C2Nc3ccccc3OC2=O)N=C1c1ccc(F)cc1', 'O=C1CC(=C2Nc3ccccc3OC2=O)N=C1c1ccc(Br)cc1', 'O=C1OC(=C2Nc3ccccc3OC2=O)N=C1c1ccc(Cl)cc1', 'O=C1OC(=C2Nc3cc(Cl)ccc3OC2=O)N=C1c1ccc(Cl)cc1', 'O=C1OC(=C2Nc3ccccc3OC2=O)N=C1c1ccc(Br)cc1', 'O=C1OC(=C2C(=O)Oc3ccccc3N2O)N=C1c1cccc([N+](=O)[O-])c1', 'O=C1OC(=C2Nc3ccccc3OC2=O)N=C1c1ccccc1', 'O=C1OC(=C2Nc3ccccc3OC2=O)N=C1c1cccc(F)c1'}",16,1.0
C=C1CC(=C2c3ccccc3C(=C)c3ccccc32)c2ccccc21,2,2,120,120,1,[120],0.1067262,0.1067262,0.1067262,[0.1067262],-0.0411398,-0.0411398,-0.0411398,[-0.0411398],1,1,1.0,1,[1],{'O=C1CC(=C2c3ccccc3C(=O)c3ccc(F)cc32)c2ccccc21'},1,1.0
C=C1CC(=Cc2ccc(-c3ccccc3)c2)C=C1c1ccccc1,4,2,200,180,2,"[180, 200]",0.3877455,0.3664367,0.3770911,"[0.3664367, 0.3877455]",-0.0304536999999999,-0.0606755999999999,-0.0455646499999999,"[-0.0606755999999999, -0.0304536999999999]",1,1,1.0,2,"[1, 1]","{'O=C1OC(=Cc2c[nH]c(-c3ccccc3)n2)N=C1c1ccc(Cl)cc1', 'O=C1OC(=Cc2coc(-c3ccccc3O)n2)N=C1c1ccc(F)cc1'}",2,1.0
C=C1CC(=Cc2ccc3cccc3c2)c2ccccc21,1,1,110,110,1,[110],0.0988159,0.0988159,0.0988159,[0.0988159],0.0256446999999999,0.0256446999999999,0.0256446999999999,[0.0256446999999999],1,1,1.0,1,[1],{'O=C1OC(=Cc2ccc3occc3c2)c2ccccc21'},1,1.0
C=C1CC(=Cc2cccc2)C=C(c2cccc2)C1,1,1,240,240,1,[240],0.324221,0.324221,0.324221,[0.324221],-0.0993811,-0.0993811,-0.0993811,[-0.0993811],1,1,1.0,1,[1],{'O=C1CC(=Cc2ccco2)N=C(c2ccco2)N1'},1,1.0
C=C1CC(=Cc2cccc2)C=C(c2ccccc2)C1,1,1,470,470,1,[470],0.3675111,0.3675111,0.3675111,[0.3675111],-0.0765135,-0.0765135,-0.0765135,[-0.0765135],1,1,1.0,1,[1],{'O=C1NC(c2ccccc2)=NC(=Cc2ccco2)O1'},1,1.0
C=C1CC(=Cc2cccc2)C=C1C1=C(c2ccccc2)CC1=C,1,1,290,290,1,[290],0.386174,0.386174,0.386174,[0.386174],-0.0647656999999999,-0.0647656999999999,-0.0647656999999999,[-0.0647656999999999],1,1,1.0,1,[1],{'O=C1OC(=Cc2ccco2)N=C1C1=C(c2ccccc2)OC1=O'},1,1.0
C=C1CC(=Cc2cccc2)C=C1c1ccc(-c2ccccc2)c1,2,1,360,170,2,"[170, 360]",0.3681446,0.3680309,0.36808775,"[0.3681446, 0.3680309]",-0.0238379,-0.0891685499999999,-0.05650322499999995,"[-0.0238379, -0.0891685499999999]",1,1,1.0,2,"[1, 1]","{'O=C1OC(=Cc2ccco2)N=C1c1ccc(-c2cccnc2)o1', 'O=C1OC(=Cc2ccco2)N=C1c1ccc(-c2ccccc2)o1'}",2,1.0
C=C1CC(=Cc2cccc2)C=C1c1cccc1,4,2,360,170,2,"[170, 360]",0.3681446,0.3680309,0.36808775,"[0.3681446, 0.3680309]",-0.0238379,-0.0891685499999999,-0.05650322499999995,"[-0.0238379, -0.0891685499999999]",1,1,1.0,2,"[1, 1]","{'O=C1OC(=Cc2ccco2)N=C1c1ccc(-c2cccnc2)o1', 'O=C1OC(=Cc2ccco2)N=C1c1ccc(-c2ccccc2)o1'}",2,1.0
C=C1CC(=Cc2cccc2)C=C1c1ccccc1,14,2,440,180,8,"[180, 190, 200, 210, 340, 350, 370, 440]",0.4415426,0.3664367,0.40935805000000003,"[0.3664367, 0.4256942, 0.3877455, 0.4218742, 0.4415426, 0.4272073, 0.4234021, 0.3809618]",0.0239401,-0.0645960999999999,-0.02446356249999994,"[-0.0606755999999999, 0.0239401, -0.0304536999999999, -0.0046866, -0.0107688999999999, -0.0205781999999999, -0.0278895, -0.0645960999999999]",1,1,1.0,8,"[1, 1, 1, 1, 1, 1, 1, 1]","{'O=C1OC(=Cc2c[nH]c(-c3ccccc3)n2)N=C1c1ccc(Cl)cc1', 'O=C1OC(=Cc2ccco2)N=C1c1ccc(O)cc1', 'O=C1OC(=Cc2ccco2)N=C1c1ccc(Br)cc1', 'O=C1OC(=Cc2ccco2)N=C1c1ccc(Cl)cc1', 'O=C1OC(=Cc2ccco2)N=C1c1ccccn1', 'O=C1OC(=Cc2ccoc2)N=C1c1ccc(Br)cc1', 'O=C1OC(=Cc2coc(-c3ccccc3O)n2)N=C1c1ccc(F)cc1', 'O=C1OC(=Cc2ccco2)N=C1c1ccccc1'}",8,1.0
