Substructure,Count,Count max,step max,step min,step count,step_list,median_score_fragment_max,median_score_fragment_min,Mean score cluster,median_score_fragment_list,diff_median_score_max,diff_median_score_min,Mean diff score,diff_median_score_list,count_per_molecule_max,count_per_molecule_first,count_per_molecule_mean,Total Number of Molecules with Substructure,Number of Molecules with Substructure List,Molecules containing fragment,Number of Molecules_with_Fragment,count_perc_ratio
c1cc2c3cc1CC31CCCC2C1,1,1,80,80,1,[80],0.0037444,0.0037444,0.0037444,[0.0037444],-0.0029531999999999,-0.0029531999999999,-0.0029531999999999,[-0.0029531999999999],1,1,1.0,1,[1],{'O=C1CCC23Cc4ccc(c2c4)C1C3=O'},1,1.0
c1cc2n(c1)CCC2,1,1,70,70,1,[70],0.0306098,0.0306098,0.0306098,[0.0306098],0.0208897,0.0208897,0.0208897,[0.0208897],1,1,1.0,1,[1],{'O=C1C(=Cc2ccccc2)C(c2ccccc2)n2cccc21'},1,1.0
c1cc[nH]c1,32,7,480,30,19,"[30, 40, 110, 180, 190, 200, 210, 220, 230, 240, 250, 280, 300, 320, 330, 440, 460, 470, 480]",0.4906749,0.0062589,0.36368833947368423,"[0.0162417, 0.0062589, 0.0645872, 0.40035405, 0.3977552, 0.2827206, 0.4264236999999999, 0.4578901, 0.4281402, 0.4015172, 0.4089735, 0.3917254, 0.4571876, 0.4906749, 0.4688555, 0.4741193, 0.4603379, 0.4380597, 0.4382558]",0.0444617999999999,-0.1361885,-0.008644984210526308,"[0.0091164, 0.00413695, -0.0293056, -0.0276075999999999, -0.008239, -0.1361885, 0.0022061999999999, 0.02253115, -0.0113507999999999, -0.0220848999999999, -0.03632865, -0.0540131999999999, 0.0196287, 0.0444617999999999, 0.0262805999999999, 0.03185895, 0.0072966999999999, -0.0059648999999999, -0.000689]",5,1,1.5263157894736843,29,"[1, 1, 1, 2, 1, 2, 2, 3, 5, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1]","{'O=c1[nH]c(=O)c(=Nc2ccccc2)c1=O', 'S=C1OC(c2cccnc2)=NC1=Cc1ccc[nH]1', 'O=C1OC(c2ccc[nH]2)=NC1=C(Nc1ccccn1)c1ccc[nH]1', 'O=C1NC(c2ccc[nH]2)=NC1=Cc1ccccc1', 'CC(C)(C)c1ccc(-c2oc(-c3ccc[nH]3)c3ccc(Br)cc23)cc1', 'O=C1OC(c2ccc[nH]2)=NC1=Cc1ccc(Cl)cc1', 'O=C1OC(c2ccc[nH]2)=NC1=Cc1ccco1', 'O=C1NC(c2ccco2)=NC1=Cc1ccc[nH]1', 'O=C1OC(c2ccccc2)=NC1=Cc1ccc[nH]1', 'Nc1ccc(-c2oc(-c3ccc[nH]3)c3ccccc23)cc1', 'O=C1OC(c2ccc[nH]2)=NC1=Cc1ccccc1Br', 'O=Cc1c(Cc2ccccc2O)[nH]c(-c2ccccc2)c1-c1ccccc1', 'O=C1OC(c2ccc[nH]2)=NC1=Cc1ccccc1O', 'O=C1OC(c2ccc[nH]2)=NC1=Cc1ccc(Br)cc1', 'O=C(c1ccccc1)c1cc(-c2ccccc2)c[nH]1', 'O=C1OC(c2ccc[nH]2)=NC1=C(Nc1ccc[nH]1)c1ccco1', 'O=C1OC(c2ccco2)=NC1=C(Nc1ccc[nH]1)c1ccco1', 'O=C1C=C(Nc2ccc[nH]2)C(=O)c2ccccc21', 'O=C1C=NC(=Cc2ccc[nH]2)O1', 'O=C1OC(c2ccc[nH]2)=NC1=Cc1ccccc1', 'CN(C)c1ccc(-c2oc(-c3ccc[nH]3)c3ccccc23)cc1', 'O=C1NC(c2cccs2)=NC1=Cc1ccc[nH]1', 'O=C1OC(c2ccco2)=NC1=Cc1ccc[nH]1', 'O=C1OC(c2ccc(Cl)cc2)=NC1=Cc1ccc[nH]1', 'O=C1NC(c2ccccc2)=NC1=Cc1ccc[nH]1', 'O=C1OC(c2ccc[nH]2)=NC1=C1Nc2ccccc2OC1=O', 'O=C1NC(c2ccc[nH]2)=NC1=Cc1ccc[nH]1', 'O=C1OC(c2ccc[nH]2)=NC1=Cc1ccc(O)cc1', 'O=C1NC(c2ccc[nH]2)=NC1=Cc1ccccc1Cl'}",29,5.0
c1ccc2[nH]ccc2c1,2,1,80,10,2,"[10, 80]",0.018847,0.0,0.0094235,"[0.018847, 0.0]",0.0123722,-0.0066976,0.0028373,"[0.0123722, -0.0066976]",1,1,1.0,2,"[1, 1]","{'O=Cc1c[nH]c2ccccc12', 'O=C1COC(=Cc2c[nH]c3ccccc23)CC1O'}",2,1.0
c1ccc2c(c1)CC1CCCC2CO1,1,1,20,20,1,[20],0.0085634,0.0085634,0.0085634,[0.0085634],0.0052191,0.0052191,0.0052191,[0.0052191],1,1,1.0,1,[1],{'COC(=O)C1(C)CCC2(c3ccccc3O)COC1C(=O)c1ccc(-c3ccccc3)cc12'},1,1.0
c1ccc2c(c1)CC1CCNC1C2,1,1,30,30,1,[30],0.0002707,0.0002707,0.0002707,[0.0002707],-0.0098534,-0.0098534,-0.0098534,[-0.0098534],1,1,1.0,1,[1],{'CN1C(=O)C(CC2=NCCO2)C2Cc3ccccc3CC21'},1,1.0
c1ccc2c(c1)CC1CCOCC1CO2,1,1,20,20,1,[20],0.0045974,0.0045974,0.0045974,[0.0045974],0.0012530999999999,0.0012530999999999,0.0012530999999999,[0.0012530999999999],1,1,1.0,1,[1],{'O=C(OC12C(=O)OCCC1C(=O)c1ccccc1OC21CC1)c1ccccc1'},1,1.0
c1ccc2c(c1)CC1CN2c2ccccc2O1,1,1,130,130,1,[130],0.0179449,0.0179449,0.0179449,[0.0179449],-0.2326283,-0.2326283,-0.2326283,[-0.2326283],1,1,1.0,1,[1],{'O=C1c2ccccc2N2C(=O)C1Oc1ccccc12'},1,1.0
c1ccc2c(c1)CC1COC2c2ccccc21,1,1,100,100,1,[100],0.0004949,0.0004949,0.0004949,[0.0004949],-0.03489995,-0.03489995,-0.03489995,[-0.03489995],1,1,1.0,1,[1],{'FC1(F)OC2c3ccccc3CC1(F)c1ccccc12'},1,1.0
c1ccc2c(c1)CC1COCCC1CO2,1,1,40,40,1,[40],0.000177,0.000177,0.000177,[0.000177],-0.0024407,-0.0024407,-0.0024407,[-0.0024407],1,1,1.0,1,[1],{'CCC(C)OC1COC(=O)C2Cc3ccccc3OC(=O)C12'},1,1.0
c1ccc2c(c1)CC1Oc3ccccc3C21,1,1,60,60,1,[60],0.0027564,0.0027564,0.0027564,[0.0027564],-0.0021155,-0.0021155,-0.0021155,[-0.0021155],1,1,1.0,1,[1],{'CC(=O)C1c2ccccc2C2c3ccccc3OC12'},1,1.0
c1ccc2c(c1)CC2,2,1,100,30,2,"[30, 100]",0.2162626,0.0135203,0.11489145,"[0.0135203, 0.2162626]",0.18760445,0.006395,0.09699972500000001,"[0.006395, 0.18760445]",1,1,1.0,2,"[1, 1]","{'O=C1C=Cc2ccccc2C1=C1C(=O)c2ccccc21', 'O=C1CC(=O)C(C2(O)C(=O)c3ccccc32)O1'}",2,1.0
c1ccc2c(c1)CCC1CCCCC1O2,1,1,20,20,1,[20],0.0038733,0.0038733,0.0038733,[0.0038733],0.000529,0.000529,0.000529,[0.000529],1,1,1.0,1,[1],{'N#CC12CCC(=O)CC1CC(=O)c1ccccc1O2'},1,1.0
c1ccc2c(c1)CCC1CCCN21,1,1,60,60,1,[60],0.0114834,0.0114834,0.0114834,[0.0114834],0.0087269999999999,0.0087269999999999,0.0087269999999999,[0.0087269999999999],1,1,1.0,1,[1],{'O=C1CC2CCC(=O)N2c2ccccc21'},1,1.0
c1ccc2c(c1)CCC1CCN21,1,1,100,100,1,[100],0.0036064,0.0036064,0.0036064,[0.0036064],-0.0317884499999999,-0.0317884499999999,-0.0317884499999999,[-0.0317884499999999],1,1,1.0,1,[1],{'O=C1Cc2ccccc2N2C(=O)CC12'},1,1.0
c1ccc2c(c1)CCC2,29,5,140,10,14,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140]",0.11341645,0.00783535,0.03583961071428571,"[0.0132897, 0.0092084, 0.0133758, 0.0104213, 0.00783535, 0.0253654, 0.0093136, 0.0474209, 0.0268559999999999, 0.11341645, 0.07379975, 0.0533631, 0.0267807, 0.0713081]",0.08830155,-0.2237925,-0.031035203571428572,"[0.00700425, 0.00586515, 0.0062505, 0.00829935, 0.0007352499999999, 0.022609, -0.0037036499999999, 0.0412521, -0.0134307, 0.08830155, -0.0121938, -0.1595074, -0.2237925, -0.20218195]",5,2,2.0,28,"[2, 2, 1, 1, 2, 1, 5, 2, 2, 2, 2, 2, 1, 3]","{'CCC1c2ccccc2C(=O)C1(O)C(=O)OC', 'O=C1C(=O)C2(C(=O)c3ccccc3C2=O)c2ccccc21', 'C=C1C(=O)c2ccccc2C1=O', 'O=C(O)c1ccc(C2CCc3ccccc32)cc1', 'O=C1c2ccccc2C(=O)C1c1ccc2cccnc2c1', 'O=C1c2ccccc2C(=O)C1(Cc1ccc(Br)cc1)S(=O)(=O)c1ccc(Br)cc1', 'O=C1c2ccccc2C(=O)C1(Cc1ccc(Br)cc1)S(=O)(=O)c1ccc(Cl)cc1', 'O=C1c2ccc(F)cc2C(=O)C1c1ccccc1', 'CS(=O)(=O)OC1C=CC(=C2C(=O)c3ccccc3C2=O)CC1', 'O=CSC1c2ccccc2C(=O)C1c1ccc(Cl)cc1', 'O=C1COc2ccccc2C1=C1CC(=O)c2ccccc21', 'CC(C)(C)OC1C(=O)c2ccccc2C1O', 'O=C1Cc2ccc(O)cc2C1=C1SCc2ccccc21', 'O=C1C=Cc2ccccc2C1=C1C(=O)c2ccccc2C1=O', 'O=C1C(=Cc2cccc([N+](=O)[O-])c2)Cc2ccccc21', 'O=C1CCC(C2(O)C(=O)c3ccccc3C2=O)C1', 'NC(=O)C1(C2(O)Cc3ccccc3C2=O)CCC(=O)O1', 'O=C1CCC(=C2CCc3ccccc32)N1', 'CCC1C(=O)c2ccccc2C1=O', 'O=[N+]([O-])c1ccc(S(=O)(=O)OCC2CCc3ccccc32)cc1', 'O=C(C=C1C(=O)c2ccccc2C1=O)c1ccccc1O', 'O=C1CC(=C2c3ccccc3C(=O)c3ccc(F)cc32)c2ccccc21', 'CCCCC1C(=O)c2ccccc2C1(C)C', 'NC(=O)C1=Nc2ccccc2C1=C1C(=O)c2ccccc2C1=O', 'COC(=O)C1(C(=O)OC)Cc2ccccc2C1=O', 'COCc1ccccc1C1(C)c2ccccc2C(=O)C1O', 'O=C1c2ccccc2C(=O)C1(O)Cc1ccccc1', 'O=C(O)C1(O)C(=O)c2ccccc2C1=O'}",28,2.5
c1ccc2c(c1)CCCC2,22,4,140,10,10,"[10, 20, 30, 40, 50, 60, 80, 90, 100, 140]",0.2596675,0.0088509,0.049644855,"[0.01719785, 0.01541295, 0.0753134, 0.0198531, 0.0088509, 0.05589525, 0.0170475, 0.0172837, 0.0099264, 0.2596675]",0.0690143,-0.0254684499999999,0.012568235000000011,"[0.0106128, 0.0120697, 0.0690143, 0.01804855, 0.0017508, 0.0520811, 0.0113326, -0.0163683, -0.0254684499999999, -0.00739075]",4,2,2.2,22,"[2, 2, 3, 3, 4, 2, 3, 1, 1, 1]","{'CC(=O)OCc1ccccc1C1CC(=O)c2ccccc2C1=O', 'O=C1Cc2ccc(Cl)cc2C(=O)C1c1ccccc1', 'O=C1Cc2ccccc2C(=O)C1(F)C(=O)Oc1ccccc1', 'O=C1CCc2ccccc2C1=C1C=Cc2ccccc21', 'C=C1CC(=O)c2ccccc2C1O', 'CN(C)c1cccc2c1CCC(=O)C2=Cc1ccccc1', 'O=C1CC(=O)c2ccccc2C1=O', 'O=C1C(=O)C(c2ccc(Cl)cc2)C(=O)c2ccccc21', 'O=C1Cc2ccccc2C(=O)C1O', 'O=C1CC(=O)C(O)(c2ccccc2)c2ccccc21', 'COC(=O)CC1Cc2ccccc2CC1(O)C(=O)OC', 'COc1cc(C2CC(=O)c3ccccc3C2=O)cc(O)c1OC', 'O=C(CC1CCc2ccccc2C1=O)C(=O)c1ccc(Cl)cc1', 'O=C1CCc2cc(O)ccc2C1=Cc1ccc(O)cc1', 'O=C1CC(=Cc2cccc3cccnc23)C(=O)c2ccccc21', 'O=C1CC(=Nc2cccc3cccnc23)C(=O)c2ccccc21', 'O=C1CC(=C2C(=O)c3ccccc3N2O)C(=O)c2ccccc21', 'O=C1CC2(Oc3c(Br)cccc3C2=O)C(=O)c2ccccc21', 'O=C1CC(=Cc2cccc(F)c2)C(=O)c2ccccc21', 'CC([O-])C1Cc2ccccc2C(=O)C1Br', 'O=C1CC(=Cc2ccccc2O)C(=O)c2ccccc21', 'O=C1CCC(C2(CC(=O)c3ccccc3)CCCc3ccccc32)C1'}",22,2.0
c1ccc2c(c1)CCCCC2,2,1,20,10,2,"[10, 20]",0.0259373,0.0136959,0.0198166,"[0.0136959, 0.0259373]",0.022593,0.0072211,0.01490705,"[0.0072211, 0.022593]",1,1,1.0,2,"[1, 1]","{'O=C(O)C(=O)CC1CC(=O)C(O)C(O)c2ccccc21', 'O=C1CCc2ccccc2CC1=O'}",2,1.0
c1ccc2c(c1)CCCCCC2,1,1,40,40,1,[40],0.0,0.0,0.0,[0.0],-0.0026177,-0.0026177,-0.0026177,[-0.0026177],1,1,1.0,1,[1],{'O=C1CCC2(C=C(c3ccccc3)C2=O)CC(=O)c2ccccc21'},1,1.0
c1ccc2c(c1)CCCCN2,1,1,30,30,1,[30],0.0006911,0.0006911,0.0006911,[0.0006911],-0.009433,-0.009433,-0.009433,[-0.009433],1,1,1.0,1,[1],{'O=C1CCC(COC(=O)c2ccccc2)c2ccccc2N1'},1,1.0
c1ccc2c(c1)CCCCO2,3,1,80,30,3,"[30, 60, 80]",0.0500769,0.0,0.019379666666666667,"[0.0500769, 0.0080621, 0.0]",0.0429516,-0.0066976,0.013853233333333333,"[0.0429516, 0.0053057, -0.0066976]",1,1,1.0,3,"[1, 1, 1]","{'O=C1CCCOc2ccccc21', 'O=C1CC(=Cc2ccc(Cl)cc2)C(=O)c2ccccc2O1', 'O=C1c2ccccc2OC2(CC2)C2(OCCO2)C1c1ccccc1'}",3,1.0
c1ccc2c(c1)CCCN2,13,3,240,20,11,"[20, 30, 40, 50, 60, 80, 90, 110, 130, 160, 240]",0.3149872,0.002511,0.07879666363636363,"[0.0841776, 0.0348425, 0.0375931, 0.0070249, 0.002511, 0.0562119, 0.012257, 0.0150312, 0.2178306, 0.3149872, 0.0842963]",0.0808333,-0.3393058,-0.031521822727272726,"[0.0808333, 0.0277171999999999, 0.03547115, -0.0001175, -0.0023609, 0.0495892, -0.021395, -0.0788616, -0.0327425999999999, -0.0655675, -0.3393058]",3,1,1.1818181818181819,13,"[1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1]","{'O=C1CC(=C2OC(=O)c3ccccc3C2=O)Nc2ccccc21', 'O=C1Nc2ccc(Br)cc2C(=O)C1=Cc1ccccc1', 'O=C1CC(=O)c2ccccc2N1', 'CS(=O)(=O)N1c2ccccc2C(=O)CC1c1ccc(Br)cc1', 'O=C1CC(=C2Nc3ccccc3C2=O)Nc2ccccc21', 'O=C1C(=C2CC(=O)c3ccccc3N2)N=Cc2ccccc21', 'O=C1CC(=C2CC(=O)c3ccccc3N2)C(=O)O1', 'O=C(CO)C1Cc2ccccc2N(C(=O)c2ccccc2)C1', 'O=C1CC(C2OC(=O)c3ccccc3C2=O)Nc2ccccc21', 'O=C1Nc2ccccc2C(=O)C1=Cc1ccccc1O', 'O=C1OC(=C2CC(=O)c3ccccc3N2)N=C1c1ccc(Cl)cc1', 'O=C1OC(=C2CC(=O)c3ccccc3N2)N=C1c1ccccc1', 'CN1CC(=O)C(C2(O)C(=O)Nc3ccccc32)c2ccccc21'}",13,3.0
c1ccc2c(c1)CCCO2,19,3,170,10,11,"[10, 20, 30, 40, 50, 60, 70, 90, 100, 110, 170]",0.3919825,0.0,0.0444550409090909,"[0.0063957, 0.0, 0.00380785, 0.0, 0.0079597, 0.0, 0.0005938, 0.00614025, 0.01929415, 0.0528314999999999, 0.3919825]",0.0077688,-0.03414645,-0.009326545454545436,"[-0.0006787999999999, -0.0034858, -0.0079421, -0.0026177, 0.0009018999999999, -0.00535435, -0.0109681999999999, -0.03414645, -0.0129072499999999, -0.03316205, 0.0077688]",3,2,1.7272727272727273,19,"[2, 1, 2, 1, 3, 2, 1, 2, 2, 2, 1]","{'NC(=O)C1Cc2ccccc2C2(CC(=O)c3ccccc3O2)O1', 'O=C1CC(CC2OC(=O)c3ccccc3C2=O)c2ccccc2O1', 'O=C(O)c1ccc(N2C(=O)CC3(CC(=O)c4ccccc4O3)C2=O)cc1', 'COC(=O)C1(C2(C)OC(=O)CC2C)CCOc2ccccc21', 'O=C1Cc2ccccc2OC1O', 'O=C1CC(=O)c2ccccc2O1', 'O=C1CC(=C2N=C(c3ccc(Br)cc3)C(=O)O2)c2cc(Br)ccc2O1', 'O=C1COc2ccccc2C1=C1CC(=O)c2ccccc21', 'O=CC1CC(=O)c2ccccc2O1', 'O=C1CCc2cc(Br)ccc2O1', 'O=C1c2ccccc2OCC1O', 'NC(=O)C1(c2ccccc2Br)COc2ccccc2C1=O', 'O=C1COc2ccccc2C1=NO', 'O=C1OC(C2C(=O)Oc3ccccc3C2=O)C(=O)c2ccccc21', 'CC(=O)Oc1ccc(C2CC(=O)c3ccccc3O2)cc1', 'O=C1CCC(=CC2CC(=O)c3ccccc3O2)C(=O)O1', 'O=C1CC(O)c2ccccc2O1', 'O=C1Cc2cc(Br)ccc2OC1O', 'O=C1CCc2ccccc2O1'}",19,1.5
c1ccc2c(c1)CCCOC2,4,2,40,20,3,"[20, 30, 40]",0.0192279,0.0039734,0.00916945,"[0.0039734, 0.0192279, 0.00430705]",0.0121025999999999,0.0006291,0.0049336166666666,"[0.0006291, 0.0121025999999999, 0.0020691499999999]",2,1,1.3333333333333333,4,"[1, 1, 2]","{'CC(C)=C1CCOC(=O)c2ccccc21', 'O=C1CC(=Cc2ccccc2Br)OC(=O)c2ccccc21', 'O=C1OC(c2ccc(CO)cc2)c2ccccc2C(=O)C1Cl', 'O=C1OC(=Cc2ccccc2)C(O)C(=O)c2ccccc21'}",4,2.0
c1ccc2c(c1)CCCS2,1,1,30,30,1,[30],0.0009025,0.0009025,0.0009025,[0.0009025],-0.0092216,-0.0092216,-0.0092216,[-0.0092216],1,1,1.0,1,[1],{'COC(=O)C1(C2CC(=O)O2)CSc2ccccc2C1'},1,1.0
c1ccc2c(c1)CCCSCCN2,1,1,10,10,1,[10],0.0,0.0,0.0,[0.0],-0.0066953,-0.0066953,-0.0066953,[-0.0066953],1,1,1.0,1,[1],{'COC(=O)C1(C2(C)CSC(=O)C2(C)O)CSC(=O)C(=O)Nc2ccccc2C1'},1,1.0
c1ccc2c(c1)CCCSS2,1,1,10,10,1,[10],0.0042445,0.0042445,0.0042445,[0.0042445],-0.0024508,-0.0024508,-0.0024508,[-0.0024508],1,1,1.0,1,[1],{'CC1C(=O)C(CC(C)(C)C)SS(=O)(=O)c2ccccc21'},1,1.0
c1ccc2c(c1)CCC[SH]2,1,1,40,40,1,[40],0.0059146,0.0059146,0.0059146,[0.0059146],0.00379265,0.00379265,0.00379265,[0.00379265],1,1,1.0,1,[1],{'O=C[SH]1(=O)CCC(=O)c2ccccc21'},1,1.0
c1ccc2c(c1)CCCc1[nH]c3ccccc3c1C2,1,1,90,90,1,[90],0.0,0.0,0.0,[0.0],-0.033652,-0.033652,-0.033652,[-0.033652],1,1,1.0,1,[1],{'O=C1Cc2ccccc2C(=O)c2c([nH]c3ccccc23)C1'},1,1.0
c1ccc2c(c1)CCCc1ccccc1-2,1,1,450,450,1,[450],0.0137418,0.0137418,0.0137418,[0.0137418],-0.4404890999999999,-0.4404890999999999,-0.4404890999999999,[-0.4404890999999999],1,1,1.0,1,[1],{'O=C1CCc2ccc(Br)cc2-c2ccccc21'},1,1.0
c1ccc2c(c1)CCN2,63,12,200,10,17,"[10, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 190, 200]",0.3962169,0.0003522,0.23724592352941176,"[0.1080789, 0.2832873, 0.0003522, 0.2901352, 0.2936091, 0.001917, 0.35982125, 0.070631, 0.1638873, 0.2913862499999999, 0.357693, 0.3252312, 0.3962169, 0.3277487, 0.2875076, 0.2374104, 0.2382674]",0.35365245,-0.1799318,0.11527864117647059,"[0.1016041, 0.276162, -0.0022655, 0.2830774, 0.2908527, -0.0096449999999999, 0.35365245, 0.04853035, 0.13522915, 0.2322392999999999, 0.328746, 0.19144995, 0.2081808, -0.0316612, -0.0979, -0.1685838, -0.1799318]",12,1,3.5294117647058822,60,"[1, 1, 1, 1, 1, 1, 2, 5, 1, 8, 10, 12, 7, 3, 4, 1, 1]","{'O=C1OC(=C2Nc3ccccc3C2=O)N=C1c1ccc(O)cc1', 'O=C1C=NC(=C2Nc3ccccc3C2=O)C1', 'O=C1CC(=C2Nc3ccccc3C2=O)Nc2ccccc21', 'O=C1Nc2ccccc2C1=C1C=C(c2ccccc2)O1', 'O=C1C(=C2Nc3ccccc3C2=O)N=Cc2ccccc21', 'O=C1OC(c2ccccc2)=NC1=C1C(=O)c2ccccc2N1O', 'O=C1C=NC(=C2Nc3ccccc3C2=O)O1', 'O=C1CC(=C2C(=O)c3ccccc3N2O)N=N1', 'O=C1CC(=C2Nc3ccccc3C2=O)C(=O)O1', 'O=C1OC(=C2Nc3ccccc3C2=O)N=C1c1ccccc1', 'O=C1COC(=C2C(=O)c3ccccc3N2CCc2ccccc2)C1', 'O=C1OC(=C2Nc3ccccc3C2=O)N=C1c1ccc(Cl)cc1', 'O=C1NC(c2ccc(Br)cc2)=NC1=C1Nc2ccccc2C1=O', 'O=C1NC(c2ccccc2)=NC1=C1C(=O)c2ccccc2N1O', 'O=C1CC(=C2Nc3ccccc3C2=O)N=N1', 'O=C1OC(c2ccc(Cl)cc2)=NC1=C1C(=O)c2ccccc2N1O', 'O=C1Cc2ccccc2N1c1ccc(-c2ccccc2)cc1', 'O=C1OC(=C2Nc3ccccc3C2=O)N=C1c1ccc(Br)cc1', 'O=C1NC(c2ccccc2Br)=NC1=C1Nc2ccccc2C1=O', 'O=CC1=C(c2ccccc2Cl)OC2(C1)C(=O)Nc1ccccc12', 'O=C1N=NC(=C2C(=O)c3ccccc3N2O)O1', 'O=C1C(=C2C(=O)c3ccccc3N2c2ccc(Cl)cc2)Nc2ccccc21', 'O=C1CC(=C2C(=O)c3ccccc3N2c2ccc(Cl)cc2)O1', 'O=C1N=NC(=C2Nc3ccccc3C2=O)N1', 'O=C1OC(c2ccccc2)=NC1=C1Nc2ccccc2C1=O', 'O=C1OC(=C2C(=O)c3ccccc3N2O)c2ccccc21', 'O=C1OC(C2Nc3ccccc3C2=O)C(=O)c2ccccc21', 'O=C1CC(=C2Nc3ccccc3C2=O)N=C1c1ccc(Br)cc1', 'O=C1C=NC(=C2C(=O)c3ccccc3N2O)C1', 'O=C1CC(=C2C(=O)c3ccccc3N2O)N=Cc2ccc(Cl)cc21', 'O=C1C(c2ccccc2)=NC1=C1Nc2ccccc2C1=O', 'O=C1OC(c2ccco2)=NC1=C1Nc2ccccc2C1=O', 'O=C1CSC(=C2Nc3ccccc3C2=O)N1', 'CCC(=O)N1C(=O)Cc2ccccc21', 'O=C1C(=C2OC(=O)c3ccccc3C2=O)Nc2ccccc21', 'O=C1OC(=C2C(=O)c3ccccc3N2O)N=C1c1ccc(Cl)cc1', 'O=C1C(=C2N=C(c3ccccc3)N(c3ccc(F)cc3)C2=O)Nc2ccccc21', 'O=C1CCC(=C2C(=O)c3ccccc3N2O)N1', 'O=C1C(=O)N(C(=O)CO)c2ccccc21', 'O=C1CCC(=C2Nc3ccccc3C2=O)N1', 'O=C1C(=C2C(=O)c3ccccc3N2O)Nc2ccccc21', 'O=C1OC(=C2C(=O)c3ccccc3N2O)N=Cc2ccccc21', 'CN1CC(=O)C(C2(O)C(=O)Nc3ccccc32)c2ccccc21', 'O=C1C(c2ccc(F)cc2)=NC1=C1Nc2ccccc2C1=O', 'O=C1NC(c2ccc([N+](=O)[O-])cc2)=NC1=C1Nc2ccccc2C1=O', 'O=C1CC(=C2C(=O)c3ccccc3N2O)N=C1c1ccccc1', 'CC(=O)C1(c2ccccc2)C(=O)N(C)c2ccccc21', 'O=C1Oc2ccccc2N(O)C1=C1Nc2ccccc2C1=O', 'O=C1CC(=C2C(=O)c3ccccc3N2O)C(=O)c2ccccc21', 'O=C1C(=C2N=C(c3ccc(Cl)cc3)N(O)C2=O)N(O)c2ccccc21', 'O=C1OC(=C2C(=O)c3ccccc3N2O)N=C1c1ccc(Br)cc1', 'O=C1C(=C2C(=O)c3ccccc3N2O)N=Nc2ccccc21', 'O=C1NC(c2ccccc2)=NC1=C1Nc2ccccc2C1=O', 'O=C1Oc2ccccc2NC1=C1Nc2ccccc2C1=O', 'O=C1C(=C2C(=O)c3ccccc3N2O)N=Cc2ccccc21', 'O=C1OC(=C2C(=O)c3ccccc3N2O)N=C1c1ccc(F)cc1', 'O=C1OC(=C2C(=O)c3ccccc3N2O)N=C1c1ccccc1', 'O=C1C(=C2Nc3ccccc3C2=O)Nc2ccccc21', 'O=C1CCC(=C2Nc3ccccc3C2=O)C(=O)O1', 'O=C1C=NC(=C2C(=O)c3ccccc3N2O)O1'}",60,12.0
c1ccc2c(c1)CCN=N2,4,3,140,130,2,"[130, 140]",0.2057938,0.1997608,0.2027773,"[0.2057938, 0.1997608]",-0.0447794,-0.07372925,-0.059254325,"[-0.0447794, -0.07372925]",3,1,2.0,4,"[1, 3]","{'O=C1Oc2ccccc2C1=C1N=Nc2ccccc2C1=O', 'O=C1Oc2ccccc2N(O)C1=C1N=Nc2ccc([N+](=O)[O-])cc2C1=O', 'O=C1Oc2ccccc2N(O)C1=C1N=Nc2ccccc2C1=O', 'O=C1C(=C2C(=O)c3ccccc3N2O)N=Nc2ccccc21'}",4,3.0
c1ccc2c(c1)CCNC2,12,3,310,20,7,"[20, 30, 50, 60, 80, 90, 310]",0.014614,0.0,0.0033446357142857147,"[8.64e-05, 0.0005933, 0.001166, 0.00650525, 0.0004475, 0.0, 0.014614]",0.0026910999999999,-0.4403412,-0.07116633571428573,"[-0.0034791, -0.01115665, -0.0059764, 0.0026910999999999, -0.0062501, -0.033652, -0.4403412]",3,2,1.7142857142857142,12,"[2, 2, 3, 2, 1, 1, 1]","{'O=C1Cc2ccccc2C(=O)N1', 'O=C(CN1C(=O)Cc2ccccc2C1=O)c1ccc([N+](=O)[O-])cc1', 'CC(C)(C)OC(=O)N1CC(=O)c2ccccc2C1=O', 'O=C1Cc2ccccc2C(=O)N1CC(Br)C(F)c1ccccc1', 'O=C1c2ccccc2C(O)CN1CCC1CC(c2ccccc2)C(O)O1', 'O=C1Cc2ccccc2C(=O)N1O', 'O=C1NC(O)(C(F)(F)F)c2ccccc2C1Br', 'O=C1Cc2ccccc2C(=O)N1OCc1ccccc1', 'O=C1Cc2ccccc2C2(CC2)N1', 'COC(=O)C1Cc2ccccc2CN1', 'O=C1NC(=O)c2ccccc2C1=O', 'N#CC1C(=O)N(c2ccccc2)C(=C(Br)Br)c2ccccc21'}",12,1.5
c1ccc2c(c1)CCNCC2,1,1,60,60,1,[60],0.0007368,0.0007368,0.0007368,[0.0007368],-0.0041351,-0.0041351,-0.0041351,[-0.0041351],1,1,1.0,1,[1],{'COc1ccc(CN2C(=O)Cc3ccccc3C(C)C2=O)cc1'},1,1.0
