Smiles,Count,Count ratio,Number_of_molecules_with_fragment,Ratio_of_Molecules_with_Fragment,max_similarity,median_score,median_score_fragment,median_score_not_fragment,molecules_with_fragment,num_atoms,diff_median_score,step,TSNEx,TSNEy
Cc1cc(C)c2ccc(C(=O)c3ccccc3O)nc2n1,1,1.9230769230769231,1,1.9230769230769231,0.1616161616161616,0.0,0.0,0.0,0.0,21,0.0,50,-7.158879,1.132752
COCc1ccc(-c2oc(-c3ccc(Br)cc3)c3ccccc23)cc1Br,1,5.0,1,5.0,0.135593220338983,0.0,0.0,0.0,0.0,26,0.0,290,27.796555,0.16749047
COS(=O)(=O)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)o1,1,4.761904761904762,1,4.761904761904762,0.1682242990654205,0.0,0.0,0.0,0.0,25,0.0,490,13.139039,7.2058253
O=C1Cc2c(c(-c3ccccc3)nc3ccccc23)C1=O,1,2.0408163265306123,1,2.0408163265306123,0.2150537634408602,0.0,0.0,0.0,0.0,21,0.0,70,-10.335745,-18.607567
Clc1ccc(C2=CC(c3ccccc3)=CC2=Cc2ccc(-c3ccc(Cl)cc3)o2)cc1,1,6.666666666666667,1,6.666666666666667,0.140625,0.0,0.0,0.0,0.0,31,0.0,270,2.704406,6.0467477
CC(=O)c1ccc(-c2oc(-c3ccccc3)c3ccc(N)cc23)cc1,1,5.0,1,5.0,0.1904761904761904,0.0,0.0,0.0,0.0,25,0.0,250,23.545412,20.567032
O=c1ccc2c(o1)S(=O)(=O)c1ccccc1-2,1,1.9230769230769231,1,1.9230769230769231,0.2916666666666667,0.0,0.0,0.0,0.0,16,0.0,10,-23.391449,-6.358221
CC(C)(C)OC(=O)N1CC(=O)c2ccccc2C1=O,1,1.9230769230769231,1,1.9230769230769231,0.1764705882352941,0.0,0.0,0.0,0.0,19,0.0,50,-18.751112,-5.7718163
Cc1ccc(-c2oc(-c3ccccc3)c3ccc(N)cc23)cc1,1,2.7777777777777777,1,2.7777777777777777,0.1818181818181818,0.0,0.0,0.0,0.0,23,0.0,380,23.701721,20.393126
O=C1OC(c2ccc[nH]2)=NC1=Cc1ccccc1O,1,4.166666666666666,1,4.166666666666666,0.1827956989247312,0.0,0.0,0.0,0.0,19,0.0,180,-16.748259,19.279911
CS(=O)(=O)c1ccc(-c2oc(-c3ccc(F)cc3)c3ccccc23)s1,1,2.7777777777777777,1,2.7777777777777777,0.1759259259259259,0.0,0.0,0.0,0.0,25,0.0,380,15.005724,-6.87005
N#CC1=C(N)c2ccccc2C1=O,1,2.7777777777777777,1,2.7777777777777777,0.2121212121212121,0.0,0.0,0.0,0.0,13,0.0,110,-20.90531,-7.509914
CCC(=O)Oc1ccc(-c2oc(-c3ccc(NC)cc3)c3ccccc23)o1,1,2.7777777777777777,1,2.7777777777777777,0.1417322834645669,0.0,0.0,0.0,0.0,27,0.0,380,8.7422285,6.8936863
CS(=O)(=O)c1ccc(-c2oc(-c3ccc([N+](=O)[O-])cc3)c3ccccc23)o1,1,5.0,1,5.0,0.1666666666666666,0.0,0.0,0.0,0.0,27,0.0,350,11.605755,9.41426
CCC1(c2ccccc2)NC(=O)N(C)c2ccccc21,1,2.7777777777777777,1,2.7777777777777777,0.1818181818181818,0.0,0.0,0.0,0.0,20,0.0,110,-9.024638,0.41451377
COSc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1O,1,4.0,1,4.0,0.1651376146788991,0.0,0.0,0.0,0.0,25,0.0,440,26.37925,3.785879
COC(=O)C1=C(c2ccccc2)c2ccccc2OC(=O)C1(C)O,1,1.9230769230769231,1,1.9230769230769231,0.1666666666666666,0.0,0.0,0.0,0.0,24,0.0,60,-21.657644,-3.741334
Cc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1Cl,1,5.555555555555555,1,5.555555555555555,0.1958762886597938,0.0,0.0,0.0,0.0,23,0.0,370,23.60023,2.8940742
O=CC1=Cc2ccccc2C1=NO,1,1.851851851851852,1,1.851851851851852,0.1884057971014492,0.0,0.0,0.0,0.0,13,0.0,80,-15.853065,-2.3765883
CCOC(=O)c1ccc(-c2oc(-c3ccc([N+](=O)[O-])cc3)c3ccccc23)cc1,1,4.166666666666666,1,4.166666666666666,0.1544715447154471,0.0,0.0,0.0,0.0,29,0.0,330,34.111263,-15.273975
COCCOC1OC(=O)c2ccccc2C1=O,1,2.564102564102564,1,2.564102564102564,0.1860465116279069,0.0,0.0,0.0,0.0,17,0.0,90,-19.499733,-8.360272
CSc1ccc(-c2oc(-c3ccccc3)c3ccccc23)s1,1,2.7777777777777777,1,2.7777777777777777,0.2,0.0,0.0,0.0,0.0,22,0.0,380,16.313828,-4.266819
O=C1NC(=O)c2ncccc21,1,2.7777777777777777,1,2.7777777777777777,0.1363636363636363,0.0,0.0,0.0,0.0,11,0.0,110,-22.139662,-0.80219895
COC(=O)C1(C)CCC2(c3ccccc3O)COC1C(=O)c1ccc(-c3ccccc3)cc12,1,2.0,1,2.0,0.1408450704225352,0.0,0.0,0.0,0.0,33,0.0,20,-10.932748,-14.717383
O=C(CC(=O)c1ccc(Cl)c(Cl)c1)Nc1ccccc1,1,1.851851851851852,1,1.851851851851852,0.1368421052631579,0.0,0.0,0.0,0.0,20,0.0,80,-2.8065507,-10.867029
O=C1OC(=C2Oc3c(ccc4ccccc34)OC2=O)N=C1c1ccccc1,1,3.333333333333333,1,3.333333333333333,0.1764705882352941,0.0,0.0,0.0,0.0,27,0.0,150,-6.53287,10.978378
O=C1Cc2cc(Br)ccc2O1,1,2.0408163265306123,1,2.0408163265306123,0.1692307692307692,0.0,0.0,0.0,0.0,11,0.0,70,-11.754831,3.8221545
O=C1NC(c2ccccc2)=NC1=Cc1ccccc1,1,6.666666666666667,1,6.666666666666667,0.2183908045977011,0.0,0.0,0.0,0.0,19,0.0,270,-19.598654,11.637316
Cc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1Br,1,3.7037037037037033,1,3.7037037037037033,0.1836734693877551,0.0,0.0,0.0,0.0,23,0.0,430,25.412727,1.237279
N#Cc1ccc(-c2oc(-c3ccc(C(F)(F)F)cc3)c3ccccc23)cc1,1,3.4482758620689653,1,3.4482758620689653,0.1441441441441441,0.0,0.0,0.0,0.0,27,0.0,450,27.025093,-10.962827
COc1ccc(-c2oc(-c3ccc(O)cc3)c3ccccc23)cc1,1,5.555555555555555,1,5.555555555555555,0.1495327102803738,0.0,0.0,0.0,0.0,24,0.0,370,32.76965,-8.141854
O=c1c2ccccc2oc(=O)c2c1ccc1ccccc12,1,2.564102564102564,1,2.564102564102564,0.2777777777777778,0.0,0.0,0.0,0.0,21,0.0,140,-2.7954142,-3.478355
O=C1NC(c2ccccc2Br)=NC1=C1Nc2ccccc2C1=O,1,2.564102564102564,1,2.564102564102564,0.1666666666666666,0.0,0.0,0.0,0.0,23,0.0,90,-32.835636,-5.310488
O=C1c2ccccc2OCC1O,1,2.564102564102564,1,2.564102564102564,0.2307692307692307,0.0,0.0,0.0,0.0,12,0.0,90,-14.778284,-7.427781
COc1cc(OC)c(O)c(-c2oc(-c3ccccc3)c3ccccc23)c1,1,4.761904761904762,1,4.761904761904762,0.1621621621621621,0.0,0.0,0.0,0.0,26,0.0,220,19.617905,-0.07153311
O=C1CC(=Nc2cccc3cccnc23)C(=O)c2ccccc21,1,1.96078431372549,1,1.96078431372549,0.174757281553398,0.0,0.0,0.0,0.0,23,0.0,40,-23.414392,-12.979039
O=C1Oc2ccccc2N(O)C1=C1N=Cc2ccccc2C1=O,1,3.333333333333333,1,3.333333333333333,0.1714285714285714,0.0,0.0,0.0,0.0,23,0.0,150,-32.810482,2.1369357
O=C1OC(c2ccco2)=NC1=Cc1ccccc1,1,3.7037037037037033,1,3.7037037037037033,0.2159090909090909,0.0,0.0,0.0,0.0,18,0.0,400,-14.835067,17.072989
COCc1c(OC)cc(=O)oc1-c1oc(-c2ccccc2)c2ccccc12,1,4.166666666666666,1,4.166666666666666,0.1909090909090909,0.0,0.0,0.0,0.0,27,0.0,210,18.090574,2.361872
CSc1ccc(-c2oc(-c3ccccc3)c3ccc(F)cc23)cc1,1,3.571428571428571,1,3.571428571428571,0.1714285714285714,0.0,0.0,0.0,0.0,24,0.0,480,23.487116,16.954403
O=CN1c2ccccc2SC1C(=O)c1ccco1,1,1.96078431372549,1,1.96078431372549,0.1704545454545454,0.0,0.0,0.0,0.0,18,0.0,40,-2.7726953,9.0352
O=C[SH]1(=O)CCC(=O)c2ccccc21,1,1.96078431372549,1,1.96078431372549,0.2318840579710145,0.0,0.0,0.0,0.0,14,0.0,40,-16.214859,-6.0652704
O=C1C(Nc2cccnc2)=CC(=O)c2oc(=O)ccc21,1,4.166666666666666,1,4.166666666666666,0.1847826086956521,0.0,0.0,0.0,0.0,20,0.0,170,-26.681248,-16.145754
COc1ccc(-c2oc(-c3cccnc3)c3ccccc23)cc1O,1,3.7037037037037033,1,3.7037037037037033,0.1588785046728972,0.0,0.0,0.0,0.0,24,0.0,400,29.06444,3.4529092
O=C1C=C(O)C(COC(=O)c2ccccc2C(=O)O)CO1,1,1.9230769230769231,1,1.9230769230769231,0.1752577319587628,0.0,0.0,0.0,0.0,21,0.0,50,-17.376856,-3.2292223
Cc1ccc(-c2oc(-c3ccc(Cl)c(C)c3)c3cc(F)ccc23)cc1,1,4.0,1,4.0,0.1171171171171171,0.0,0.0,0.0,0.0,25,0.0,440,22.508743,15.3502655
O=C1C(=C2C=Cc3ccccc32)Oc2ccccc21,1,2.7777777777777777,1,2.7777777777777777,0.1648351648351648,0.0,0.0,0.0,0.0,19,0.0,110,-26.036795,-12.220323
FC(F)(F)Oc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1,1,3.4482758620689653,1,3.4482758620689653,0.1923076923076923,0.0,0.0,0.0,0.0,26,0.0,450,24.200129,-8.04445
O=C1CC(c2ccccc2)=NC1=Cc1ccco1,1,3.571428571428571,1,3.571428571428571,0.2,0.0,0.0,0.0,0.0,18,0.0,480,-16.386608,9.394288
O=C(C=CCO)c1cccc(C(=O)c2ccccc2O)n1,1,2.0408163265306123,1,2.0408163265306123,0.2,0.0,0.0,0.0,0.0,21,0.0,70,-6.6144447,1.5227363
O=C1CCC(=C2CCc3ccccc32)N1,1,1.9230769230769231,1,1.9230769230769231,0.2266666666666666,0.0,0.0,0.0,0.0,15,0.0,10,-13.596877,-9.973225
CN(C)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)o1,1,4.3478260869565215,1,4.3478260869565215,0.1855670103092783,0.0,0.0,0.0,0.0,23,0.0,360,13.960803,4.2502356
Cc1ccc(-c2oc(-c3ccc(Cl)cc3)c3ccccc23)cc1,1,4.3478260869565215,1,4.3478260869565215,0.17,0.0,0.0,0.0,0.0,23,0.0,360,30.266914,-8.566428
NC(=O)C1(C2CCC(=O)C2)CCCC1=O,1,2.0,1,2.0,0.125,0.0,0.0,0.0,0.0,15,0.0,20,-8.230536,-16.31892
O=C1OC(=C2Nc3ccccc3C2=O)N=C1c1ccc(Br)cc1,1,4.0,1,4.0,0.1574074074074074,0.0,0.0,0.0,0.0,23,0.0,120,-31.9705,-10.014903
COC(=O)c1ccc(-c2oc(-c3ccc(O)cc3)c3ccccc23)cc1,1,4.166666666666666,1,4.166666666666666,0.1391304347826087,0.0,0.0,0.0,0.0,26,0.0,210,32.95181,-13.099951
CC1(C)OC(=Cc2cccc3cccnc23)C1=O,1,2.564102564102564,1,2.564102564102564,0.2048192771084337,0.0,0.0,0.0,0.0,18,0.0,90,-23.163029,-20.486816
COc1ccc(-c2oc(-c3ccccc3)c3cc(O)ccc23)cc1,1,5.555555555555555,1,5.555555555555555,0.1619047619047619,0.0,0.0,0.0,0.0,24,0.0,390,26.468885,21.712067
CN(C)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)s1,1,5.555555555555555,1,5.555555555555555,0.173469387755102,0.0,0.0,0.0,0.0,23,0.0,390,15.471351,-4.258688
Cc1ccc(-c2oc(-c3ccccc3)c3ccc([N+](=O)[O-])cc23)cc1,1,4.3478260869565215,1,4.3478260869565215,0.1666666666666666,0.0,0.0,0.0,0.0,25,0.0,460,23.411888,25.032055
O=C1Oc2ccccc2N(O)C1=C1N=Cc2ccc([N+](=O)[O-])cc2C1=O,1,3.333333333333333,1,3.333333333333333,0.1610169491525423,0.0,0.0,0.0,0.0,26,0.0,150,-32.91766,2.2423835
O=C1CCc2oc(-c3ccccc3)c(Br)c2C1,1,1.9230769230769231,1,1.9230769230769231,0.2098765432098765,0.0,0.0,0.0,0.0,17,0.0,50,2.4677339,-9.3669405
O=C(CC12CCCC(=O)C1C(=O)CC2)c1ccccc1,1,2.0,1,2.0,0.1868131868131868,0.0,0.0,0.0,0.0,20,0.0,20,-5.9774566,-14.217816
O=C1OC(c2ccccc2)=NC1=Cc1ccc(O)cc1,1,5.0,1,5.0,0.1789473684210526,0.0,0.0,0.0,0.0,20,0.0,240,-20.871368,17.798798
COC(=O)c1cc(N2CCCC2)c2ccc(=O)oc2c1C(=O)OC,1,1.9230769230769231,1,1.9230769230769231,0.1481481481481481,0.0,0.0,0.0,0.0,24,0.0,50,-9.623251,-14.392912
O=C(COC(=O)c1ccccc1)Nc1ccccc1,1,2.0,1,2.0,0.1685393258426966,0.0,0.0,0.0,0.0,19,0.0,20,-3.2632515,-10.981025
CC(C)(C)OC1COC(=O)C(c2ccccc2)S1,1,1.9230769230769231,1,1.9230769230769231,0.1666666666666666,0.0,0.0,0.0,0.0,18,0.0,50,-9.760143,-5.3454275
CC(=O)c1ccc(-c2oc(-c3ccc(Br)cc3)c3ccccc23)cc1,1,4.166666666666666,1,4.166666666666666,0.146788990825688,0.0,0.0,0.0,0.0,25,0.0,210,31.50079,-15.007273
COc1ccc(-c2oc(-c3ccc(OC(C)=O)cc3)c3ccccc23)cc1,1,3.7037037037037033,1,3.7037037037037033,0.1551724137931034,0.0,0.0,0.0,0.0,27,0.0,430,34.403458,-9.110476
FC(F)(Br)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1,1,4.166666666666666,1,4.166666666666666,0.1568627450980392,0.0,0.0,0.0,0.0,25,0.0,340,23.376669,-6.8067937
CS(=O)(=O)c1ccc(-c2oc(-c3ccc(F)cc3)c3ccccc23)o1,1,5.0,1,5.0,0.1666666666666666,0.0,0.0,0.0,0.0,25,0.0,350,11.735236,8.7539425
CCc1cc(-c2oc(-c3ccc(OC)cc3)c3ccccc23)no1,1,4.166666666666666,1,4.166666666666666,0.1636363636363636,0.0,0.0,0.0,0.0,24,0.0,340,16.48828,0.29811844
CCOC(=O)c1ccc(-c2oc(-c3ccc(OC)o3)c3ccccc23)o1,1,2.7777777777777777,1,2.7777777777777777,0.1596638655462184,0.0,0.0,0.0,0.0,26,0.0,380,9.737738,3.9453204
CCC(C)c1ccc(-c2oc(-c3ccccc3)c3ccc(O)cc23)cc1,1,6.25,1,6.25,0.1491228070175438,0.0,0.0,0.0,0.0,26,0.0,410,26.276258,23.883184
O=C1N=NC(=C2C(=O)c3ccccc3N2O)O1,1,3.8461538461538463,1,3.8461538461538463,0.2151898734177215,0.0,0.0,0.0,0.0,17,0.0,130,-29.51735,0.049707484
O=C1NC(c2ccccc2Br)=NC1=C1Nc2ccccc2OC1=O,1,4.166666666666666,1,4.166666666666666,0.1636363636363636,0.0,0.0,0.0,0.0,24,0.0,190,-35.308678,-5.576032
CN1CC(=O)C(C2(O)C(=O)Nc3ccccc32)c2ccccc21,1,2.564102564102564,1,2.564102564102564,0.1881188118811881,0.0,0.0,0.0,0.0,23,0.0,90,-12.201767,-16.079882
O=C1OC(=O)C1=Cc1cccc(-c2ccccc2O)c1,1,2.7777777777777777,1,2.7777777777777777,0.2068965517241379,0.0,0.0,0.0,0.0,20,0.0,110,-19.474855,0.056399282
Nc1ccc(-c2oc(-c3ccccc3)c3ccccc23)s1,1,2.7777777777777777,1,2.7777777777777777,0.2022471910112359,0.0,0.0,0.0,0.0,21,0.0,380,15.704086,-3.9356256
CC(=O)N(Cc1ccc(-c2oc(-c3ccc(F)cc3)c3ccccc23)o1)c1ccc(C)cc1,1,5.263157894736842,1,5.263157894736842,0.1258741258741259,0.0,0.0,0.0,0.0,33,0.0,320,10.102282,8.393672
O=C(O)C(=O)C(=Cc1ccc(F)cc1)c1ccccc1,1,2.0408163265306123,1,2.0408163265306123,0.1764705882352941,0.0,0.0,0.0,0.0,20,0.0,70,-4.3605824,-8.403526
O=C1C(c2ccc(F)cc2)=NC1=C1Nc2ccccc2C1=O,1,2.7777777777777777,1,2.7777777777777777,0.1584158415841584,0.0,0.0,0.0,0.0,22,0.0,110,-31.056908,-5.788787
CCc1cc(-c2oc(-c3ccccc3)c3ccc(Br)cc23)co1,1,6.25,1,6.25,0.1844660194174757,0.0,0.0,0.0,0.0,23,0.0,410,19.49341,19.783188
COCc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1O,1,4.166666666666666,1,4.166666666666666,0.1886792452830188,0.0,0.0,0.0,0.0,25,0.0,180,27.149452,2.9267304
O=C1OC(=Cc2ccc(F)cc2)C(=O)c2ccccc21,1,2.564102564102564,1,2.564102564102564,0.1888888888888888,0.0,0.0,0.0,0.0,20,0.0,140,-22.176214,2.2818394
CCC(C)Oc1ccc(-c2oc(-c3ccc(N)cc3)c3ccccc23)cc1,1,3.7037037037037033,1,3.7037037037037033,0.1428571428571428,0.0,0.0,0.0,0.0,27,0.0,430,32.723198,-10.741538
Clc1ccc2c(-c3ccccc3)oc(-c3ccc(Cl)c(Cl)c3)c2c1,1,3.4482758620689653,1,3.4482758620689653,0.18,0.0,0.0,0.0,0.0,24,0.0,450,20.583317,17.54694
O=C1OC(=C2Nc3ccccc3OC2=O)N=C1c1ccc(Nc2ccncc2)s1,1,3.225806451612903,1,3.225806451612903,0.1357142857142857,0.0,0.0,0.0,0.0,29,0.0,160,-37.920963,-10.215711
O=C1CC(=Cc2ccccc2Br)OC(=O)c2ccccc21,1,1.96078431372549,1,1.96078431372549,0.1914893617021276,0.0,0.0,0.0,0.0,21,0.0,40,-23.715183,-4.9024987
O=c1c(O)c(-c2ccccc2)oc2ccc(O)cc12,1,2.0408163265306123,1,2.0408163265306123,0.2209302325581395,0.0,0.0,0.0,0.0,19,0.0,70,3.7567198,-5.771506
COCc1ccc(-c2oc(-c3ccccc3)c3ccc(F)cc23)cc1Cl,1,3.7037037037037033,1,3.7037037037037033,0.1769911504424778,0.0,0.0,0.0,0.0,26,0.0,430,23.322464,14.793113
CC(C)(C)OC(=O)c1ccc(-c2oc(-c3ccc(F)cc3)c3ccccc23)cc1,1,4.166666666666666,1,4.166666666666666,0.1322314049586777,0.0,0.0,0.0,0.0,29,0.0,330,31.78246,-13.254112
Cc1ccc(-c2oc(-c3ccccc3)c3ccc(F)cc23)cc1,1,4.3478260869565215,1,4.3478260869565215,0.17,0.0,0.0,0.0,0.0,23,0.0,460,23.289572,16.487461
CC(=O)Oc1ccc(-c2oc(-c3ccc(N(C)C)cc3)c3ccccc23)cc1,1,3.571428571428571,1,3.571428571428571,0.1416666666666666,0.0,0.0,0.0,0.0,28,0.0,480,35.788532,-8.306502
CNc1ccc(-c2oc(-c3ccc(OC)c(O)c3)c3ccccc23)cc1,1,6.25,1,6.25,0.1391304347826087,0.0,0.0,0.0,0.0,26,0.0,410,30.212444,2.7312748
O=C1OC(c2ccc([N+](=O)[O-])cc2)=NC1=C1C(=O)Oc2ccccc2N1O,1,4.166666666666666,1,4.166666666666666,0.1583333333333333,0.0,0.0,0.0,0.0,27,0.0,180,-34.769985,3.2971
CC(C)OCc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1,1,5.0,1,5.0,0.1621621621621621,0.0,0.0,0.0,0.0,26,0.0,310,26.72318,-5.5760703
CCOC(=O)c1cc(-c2oc(-c3ccc(Br)cc3)c3ccccc23)on1,1,4.761904761904762,1,4.761904761904762,0.1382113821138211,0.0,0.0,0.0,0.0,26,0.0,220,14.398023,1.4764695
CS(=O)(=O)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)s1,1,5.0,1,5.0,0.1919191919191919,0.0,0.0,0.0,0.0,24,0.0,350,15.166421,-5.9111657
O=C1OC(c2ccc[nH]2)=NC1=Cc1ccccc1Br,1,4.166666666666666,1,4.166666666666666,0.1827956989247312,0.0,0.0,0.0,0.0,19,0.0,190,-16.746216,19.263016
O=C1NC(c2ccc(Br)cc2)=NC1=C1Nc2ccccc2OC1=O,1,4.0,1,4.0,0.1592920353982301,0.0,0.0,0.0,0.0,24,0.0,200,-35.355377,-4.905082
O=C1C=C(Cc2ccccc2)CC(=O)c2ccccc21,1,1.851851851851852,1,1.851851851851852,0.1648351648351648,0.0,0.0,0.0,0.0,20,0.0,80,-21.007492,-5.9023275
CS(=O)(=O)c1ccc(-c2oc(-c3ccccc3)c3ccc(N)cc23)o1,1,3.7037037037037033,1,3.7037037037037033,0.1923076923076923,0.0,0.0,0.0,0.0,25,0.0,400,15.501826,13.524093
O=C1CC(=Cc2ccccc2O)N=C1c1ccc(Br)cc1,1,3.225806451612903,1,3.225806451612903,0.1836734693877551,0.0,0.0,0.0,0.0,21,0.0,160,-14.533564,7.3008714
Cn1c2c(ccc1=O)C(=O)c1ccccc1C2=O,1,2.702702702702702,1,2.702702702702702,0.1686746987951807,0.0,0.0,0.0,0.0,18,0.0,100,-21.689869,-8.231951
CCC(=O)Oc1ccc(-c2oc(-c3ccc(OC)cc3)c3ccccc23)o1,1,5.263157894736842,1,5.263157894736842,0.1507936507936507,0.0,0.0,0.0,0.0,27,0.0,320,8.643953,6.737083
NC(=NOC(=O)c1ccccc1O)c1ccco1,1,1.9230769230769231,1,1.9230769230769231,0.1724137931034483,0.0,0.0,0.0,0.0,18,0.0,50,-1.825903,-7.0237637
O=Cc1cc2cc(Br)ccc2o1,1,1.96078431372549,1,1.96078431372549,0.1911764705882352,0.0,0.0,0.0,0.0,12,0.0,40,-11.759336,4.634615
O=C1OC(c2cc([N+](=O)[O-])ccc2O)c2ccccc21,1,2.564102564102564,1,2.564102564102564,0.1910112359550561,0.0,0.0,0.0,0.0,20,0.0,140,-17.100052,-14.858041
Cc1ccc(S(=O)(=O)N(C(=O)c2ccccc2)c2ccccc2)cc1,1,1.851851851851852,1,1.851851851851852,0.1515151515151515,0.0,0.0,0.0,0.0,25,0.0,80,-2.8643787,-8.721211
O=C1Cc2ccccc2C(=O)N1OCc1ccccc1,1,1.9230769230769231,1,1.9230769230769231,0.1808510638297872,0.0,0.0,0.0,0.0,20,0.0,50,-15.65589,-11.041555
COC(=O)c1c(N)oc2ccccc2c1=O,1,4.0,1,4.0,0.2533333333333333,0.0,0.0,0.0,0.0,16,0.0,200,-2.5630999,-2.8374977
O=C(c1ccccc1)C1OC1c1ccc(Cl)cc1,1,1.9230769230769231,1,1.9230769230769231,0.1704545454545454,0.0,0.0,0.0,0.0,18,0.0,60,-1.8816026,3.3941355
CN1C=C2Nc3ccccc3CCN2CC1,1,1.9230769230769231,1,1.9230769230769231,0.1555555555555555,0.0,0.0,0.0,0.0,16,0.0,50,-13.304189,-11.970758
CN1C(=O)C(C)(C)C(=O)C(F)(F)C1=O,1,4.0,1,4.0,0.0735294117647058,0.0,0.0,0.0,0.0,14,0.0,120,-20.905916,-0.3943744
COc1ccc(CN2C(=O)Cc3ccccc3C(C)C2=O)cc1,1,1.9230769230769231,1,1.9230769230769231,0.1538461538461538,0.0,0.0,0.0,0.0,23,0.0,60,-14.065989,-11.21178
O=C(O)C(=Cc1coc2ccccc12)C(=O)O,1,1.851851851851852,1,1.851851851851852,0.2533333333333333,0.0,0.0,0.0,0.0,17,0.0,80,-3.026256,-0.59047467
CSc1ccc(-c2oc(-c3ccccc3)c3ccc(O)cc23)cc1,1,4.761904761904762,1,4.761904761904762,0.1619047619047619,0.0,0.0,0.0,0.0,24,0.0,230,26.144209,22.769201
COC(=O)C1(Sc2ccccc2)OC(=O)c2ccc(Cl)cc21,1,1.9230769230769231,1,1.9230769230769231,0.2,0.0,0.0,0.0,0.0,22,0.0,50,-7.331256,-10.603995
O=Cc1cc(-c2ccccc2O)no1,1,2.702702702702702,1,2.702702702702702,0.1780821917808219,0.0,0.0,0.0,0.0,14,0.0,100,-17.902906,-1.3143598
c1coc(-c2oc3ccccc3c2-c2ccco2)c1,1,2.564102564102564,1,2.564102564102564,0.2159090909090909,0.0,0.0,0.0,0.0,19,0.0,90,8.119036,-2.4718268
c1ccc(-c2oc3ccccc3c2-c2ccccc2)cc1,1,1.9230769230769231,1,1.9230769230769231,0.2289156626506024,0.0,0.0,0.0,0.0,21,0.0,10,7.049808,-3.5715373
O=C1OC(=Cc2ccccc2)C(=O)C1O,1,2.0,1,2.0,0.2318840579710145,0.0,0.0,0.0,0.0,15,0.0,20,-17.955246,3.513913
O=C1c2ccccc2-c2oc(-c3ccccc3)c(Br)c21,1,1.9230769230769231,1,1.9230769230769231,0.1847826086956521,0.0,0.0,0.0,0.0,20,0.0,50,4.6122885,-11.067284
O=CC1=Cc2ccccc2CC1=O,1,1.96078431372549,1,1.96078431372549,0.217391304347826,0.0,0.0,0.0,0.0,13,0.0,40,-14.924239,-1.3600746
O=C1CCC(C2(O)C(=O)c3ccccc3C2=O)C1,1,2.0408163265306123,1,2.0408163265306123,0.2125,0.0,0.0,0.0,0.0,18,0.0,70,-20.213518,-6.0514803
CCCCOc1ccc(-c2oc(-c3ccccc3)c3ccc(O)cc23)cc1,1,4.761904761904762,1,4.761904761904762,0.1416666666666666,0.0,0.0,0.0,0.0,27,0.0,230,27.29733,22.153328
CS(=O)(=O)c1ccc(-c2oc(-c3ccc(Br)cc3)c3ccccc23)s1,1,6.666666666666667,1,6.666666666666667,0.1759259259259259,0.0,0.0,0.0,0.0,25,0.0,270,15.160961,-6.8123126
Clc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1Cl,1,5.555555555555555,1,5.555555555555555,0.1958762886597938,0.0,0.0,0.0,0.0,23,0.0,390,23.466185,2.997038
O=C1Oc2ccccc2C1=Cc1ccccc1,1,2.0408163265306123,1,2.0408163265306123,0.2025316455696202,0.0,0.0,0.0,0.0,17,0.0,70,-19.547909,2.8274875
O=C1C(=O)C(c2ccccc2)C(c2ccccc2)C1CO,1,1.851851851851852,1,1.851851851851852,0.1818181818181818,0.0,0.0,0.0,0.0,21,0.0,80,-10.51204,-4.8814845
CC(Oc1ccccc1)C(=O)O,1,1.851851851851852,1,1.851851851851852,0.1746031746031746,0.0,0.0,0.0,0.0,12,0.0,80,-5.8406157,-7.3010654
O=C1OC(=C2C(=O)Oc3ccccc3N2O)N=C1c1ccc([N+](=O)[O-])cc1,1,4.166666666666666,1,4.166666666666666,0.1475409836065573,0.0,0.0,0.0,0.0,27,0.0,180,-32.199856,4.604617
CCc1ccc(-c2oc(-c3ccccc3)c3ccc(N(C)C)cc23)cc1,1,6.25,1,6.25,0.1391304347826087,0.0,0.0,0.0,0.0,26,0.0,410,25.386665,20.39415
CCOc1ccc(-c2oc(-c3ccc(Br)cc3)c3ccccc23)cc1Br,1,3.8461538461538463,1,3.8461538461538463,0.1403508771929824,0.0,0.0,0.0,0.0,26,0.0,280,28.535955,-0.32264507
O=C1OC(c2ccc[nH]2)=NC1=Cc1ccc(Cl)cc1,1,4.166666666666666,1,4.166666666666666,0.1443298969072164,0.0,0.0,0.0,0.0,19,0.0,210,-17.846233,19.613464
CSc1ccc(-c2oc(-c3ccccc3)c3cc(Br)ccc23)cc1,1,5.88235294117647,1,5.88235294117647,0.160377358490566,0.0,0.0,0.0,0.0,24,0.0,470,19.776936,22.816942
