Substructure,Count,Count ratio,Number_of_molecules_with_fragment,Ratio_of_Molecules_with_Fragment,max_similarity,median_score,median_score_fragment,median_score_not_fragment,molecules_with_fragment,num_atoms,diff_median_score,step
CC1CC(=O)C(C2(C(=O)NCc3ccccc3)OCCO2)O1,1,1.9607843137254901,1,1.9607843137254901,0.17346938775510204,0.0,0.0,0.0,0.0,22,0.0,40
O=CC1(Cc2ccccc2O)CC(=O)NC1c1ccccc1,1,1.9607843137254901,1,1.9607843137254901,0.18556701030927836,0.0,0.0,0.0,0.0,22,0.0,40
O=C1CCC(=O)C(Oc2ccc(Cl)cc2)C1=O,1,1.9607843137254901,1,1.9607843137254901,0.14457831325301204,0.0,0.0,0.0,0.0,17,0.0,40
O=C1CCC(=O)C2(CC2)CC1c1ccccc1,1,1.9607843137254901,1,1.9607843137254901,0.21518987341772153,0.0,0.0,0.0,0.0,17,0.0,40
CN(C)C(=O)c1ccc2oc(-c3ccccc3)c(O)c(=O)c2n1,1,1.9607843137254901,1,1.9607843137254901,0.18811881188118812,0.0,0.0,0.0,0.0,23,0.0,40
O=C(Oc1ccccc1F)c1ccccc1,1,1.9607843137254901,1,1.9607843137254901,0.18666666666666668,0.0,0.0,0.0,0.0,16,0.0,40
NC1=NC(=Nc2ccc(NC(=O)c3ccccc3)cc2)CO1,1,1.9607843137254901,1,1.9607843137254901,0.14285714285714285,0.0,0.0,0.0,0.0,22,0.0,40
CCN1C(=O)c2ccccc2C1=O,1,1.9607843137254901,1,1.9607843137254901,0.208955223880597,0.0,0.0,0.0,0.0,13,0.0,40
CCC1(O)c2ccccc2C(=O)c2ccc(OC)cc21,1,1.9607843137254901,1,1.9607843137254901,0.16842105263157894,0.0,0.0,0.0,0.0,20,0.0,40
O=CC1(c2ccccc2O)NC(=O)C(Cl)C1Cl,1,1.9607843137254901,1,1.9607843137254901,0.1891891891891892,0.0,0.0,0.0,0.0,17,0.0,40
O=C1CCC(C2(CC(=O)c3ccccc3)CCCc3ccccc32)C1,1,1.9607843137254901,1,1.9607843137254901,0.16822429906542055,0.0,0.0,0.0,0.0,25,0.0,40
O=C1CCC(=CC2CC(=O)c3ccccc3O2)C(=O)O1,1,1.9607843137254901,1,1.9607843137254901,0.16494845360824742,0.0,0.0,0.0,0.0,20,0.0,40
Cn1c2ccccc2c2cc(C(=O)O)c(O)c(C(=O)OCc3ccc(N)cc3)c21,1,1.9607843137254901,1,1.9607843137254901,0.140625,0.0,0.0,0.0,0.0,29,0.0,40
O=Cc1cc2cc(Br)ccc2o1,1,1.9607843137254901,1,1.9607843137254901,0.19117647058823528,0.0,0.0,0.0,0.0,12,0.0,40
O=CCC1=Cc2ccccc2CC1=O,1,1.9607843137254901,1,1.9607843137254901,0.2,0.0,0.0,0.0,0.0,14,0.0,40
O=C1OC(=Cc2cccc([N+](=O)[O-])c2)C(=O)C1c1ccc(O)cc1,1,1.9607843137254901,1,1.9607843137254901,0.14545454545454545,0.0,0.0,0.0,0.0,24,0.0,40
O=Cc1c(Cc2ccccc2O)[nH]c(-c2ccccc2)c1-c1ccccc1,1,1.9607843137254901,1,1.9607843137254901,0.12727272727272726,0.0,0.0,0.0,0.0,27,0.0,40
O=C1CCC2(Cc3ccccc3Oc3ccccc32)C(=O)O1,1,1.9607843137254901,1,1.9607843137254901,0.1782178217821782,0.0,0.0,0.0,0.0,22,0.0,40
CCC(C)OC1COC(=O)C2Cc3ccccc3OC(=O)C12,1,1.9607843137254901,1,1.9607843137254901,0.14285714285714285,0.0,0.0,0.0,0.0,22,0.0,40
CC(C)=C1CCOC(=O)c2ccccc21,1,1.9607843137254901,1,1.9607843137254901,0.17721518987341772,0.0,0.0,0.0,0.0,15,0.0,40
CCC(=O)N1C(=O)Cc2ccccc21,1,1.9607843137254901,1,1.9607843137254901,0.19718309859154928,0.0,0.0,0.0,0.0,14,0.0,40
O=CN1c2ccccc2SC1C(=O)c1ccco1,1,1.9607843137254901,1,1.9607843137254901,0.17045454545454544,0.0,0.0,0.0,0.0,18,0.0,40
O=C[SH]1(=O)CCC(=O)c2ccccc21,1,1.9607843137254901,1,1.9607843137254901,0.2318840579710145,0.0,0.0,0.0,0.0,14,0.0,40
NC1=NC(=Nc2ccccc2)C(=O)O1,1,1.9607843137254901,1,1.9607843137254901,0.2,0.0,0.0,0.0,0.0,14,0.0,40
O=C(CCC(=O)c1ccccc1)Nc1cccs1,1,1.9607843137254901,1,1.9607843137254901,0.16483516483516483,0.0,0.0,0.0,0.0,18,0.0,40
N#CC1=C(C#N)C(=O)CC=CC1=O,1,1.9607843137254901,1,1.9607843137254901,0.1095890410958904,0.0,0.0,0.0,0.0,13,0.0,40
O=C1CCC(=Cc2ccccc2O)C(=O)O1,1,1.9607843137254901,1,1.9607843137254901,0.189873417721519,0.0,0.0,0.0,0.0,16,0.0,40
O=C1CCC2C(Cl)=C1c1ccccc12,1,1.9607843137254901,1,1.9607843137254901,0.20270270270270271,0.0,0.0,0.0,0.0,14,0.0,40
COC(=O)C1NC(=O)C(C=Cc2ccccc2)OC1=O,1,1.9607843137254901,1,1.9607843137254901,0.1702127659574468,0.0,0.0,0.0,0.0,20,0.0,40
O=C1OC(O)(C(=O)Cc2ccccc2)c2ccccc21,1,1.9607843137254901,1,1.9607843137254901,0.17582417582417584,0.0,0.0,0.0,0.0,20,0.0,40
CCn1ccnc1C1=CCC2(O)C(=O)N1C2c1ccc(Cl)cc1,1,1.9607843137254901,1,1.9607843137254901,0.1,0.0,0.0,0.0,0.0,23,0.0,40
O=C1C=C(CBr)C(=O)N1c1ccccc1,1,1.9607843137254901,1,1.9607843137254901,0.18055555555555555,0.0,0.0,0.0,0.0,15,0.0,40
O=C1CCC2(C=C(c3ccccc3)C2=O)CC(=O)c2ccccc21,1,1.9607843137254901,1,1.9607843137254901,0.18627450980392157,0.0,0.0,0.0,0.0,24,0.0,40
O=C1CC(=Cc2ccccc2Br)OC(=O)c2ccccc21,1,1.9607843137254901,1,1.9607843137254901,0.19148936170212766,0.0,0.0,0.0,0.0,21,0.0,40
O=[N+]([O-])c1ccc(C2OCCO2)c(-c2ccccc2)c1,1,1.9607843137254901,1,1.9607843137254901,0.2,0.0,0.0,0.0,0.0,20,0.0,40
Cc1cc(C)c2ccc(C(=O)c3ccccc3O)nc2n1,1,1.9230769230769231,1,1.9230769230769231,0.16161616161616163,0.0,0.0,0.0,0.0,21,0.0,50
COCC1=CCC(=O)c2ccccc2C1=O,1,1.9230769230769231,1,1.9230769230769231,0.1875,0.0,0.0,0.0,0.0,16,0.0,50
CC1(C)OC(=O)N(Cc2ccccc2)C1=O,1,1.9230769230769231,1,1.9230769230769231,0.2222222222222222,0.0,0.0,0.0,0.0,16,0.0,50
CN1C=C2Nc3ccccc3CCN2CC1,1,1.9230769230769231,1,1.9230769230769231,0.15555555555555556,0.0,0.0,0.0,0.0,16,0.0,50
O=C1C=CC2C(=O)N1Cc1ccccc12,1,1.9230769230769231,1,1.9230769230769231,0.21052631578947367,0.0,0.0,0.0,0.0,15,0.0,50
CCC1c2ccccc2C(=O)C1(O)C(=O)OC,1,1.9230769230769231,1,1.9230769230769231,0.25333333333333335,0.0,0.0,0.0,0.0,17,0.0,50
O=C1CCc2oc(-c3ccccc3)c(Br)c2C1,1,1.9230769230769231,1,1.9230769230769231,0.20987654320987653,0.0,0.0,0.0,0.0,17,0.0,50
O=C1CC(=Cc2cccc(F)c2)C(=O)c2ccccc21,1,1.9230769230769231,1,1.9230769230769231,0.17777777777777778,0.0,0.0,0.0,0.0,20,0.0,50
O=C1C(=C2OC(=O)c3ccccc3C2=O)Nc2ccccc21,1,1.9230769230769231,1,1.9230769230769231,0.18085106382978725,0.0,0.0,0.0,0.0,22,0.0,50
NC(=NOC(=O)c1ccccc1O)c1ccco1,1,1.9230769230769231,1,1.9230769230769231,0.1724137931034483,0.0,0.0,0.0,0.0,18,0.0,50
O=c1oc2ccc(O)cc2n1Cc1ccccc1,1,1.9230769230769231,1,1.9230769230769231,0.21176470588235294,0.0,0.0,0.0,0.0,18,0.0,50
COC(=O)C1=C2c3ccccc3CCOC2C(=O)C1(O)OC,1,1.9230769230769231,1,1.9230769230769231,0.1588785046728972,0.0,0.0,0.0,0.0,22,0.0,50
CCC(C)OC(=O)C1=Cc2ccccc2CC1=O,1,1.9230769230769231,1,1.9230769230769231,0.16304347826086957,0.0,0.0,0.0,0.0,18,0.0,50
O=C(O)Cc1ccc(C(=O)O)c(O)c1-c1ccccc1,1,1.9230769230769231,1,1.9230769230769231,0.18072289156626506,0.0,0.0,0.0,0.0,20,0.0,50
CCC(F)(Br)C1=NOC(C)(CO)C1=O,1,1.9230769230769231,1,1.9230769230769231,0.12857142857142856,0.0,0.0,0.0,0.0,14,0.0,50
O=C1CCC(=Cc2ccccc2)OC1O,1,1.9230769230769231,1,1.9230769230769231,0.21333333333333335,0.0,0.0,0.0,0.0,15,0.0,50
C=C1CC(=O)c2ccccc2C1O,1,1.9230769230769231,1,1.9230769230769231,0.22058823529411764,0.0,0.0,0.0,0.0,13,0.0,50
O=C(CC1Cc2ccccc2C(=O)O1)C(=O)c1ccccc1,1,1.9230769230769231,1,1.9230769230769231,0.18181818181818182,0.0,0.0,0.0,0.0,22,0.0,50
COC(=O)C1(Sc2ccccc2)OC(=O)c2ccc(Cl)cc21,1,1.9230769230769231,1,1.9230769230769231,0.2,0.0,0.0,0.0,0.0,22,0.0,50
NC(=O)C1(c2ccccc2)NCCC1S(=O)(=O)c1ccccc1,1,1.9230769230769231,1,1.9230769230769231,0.17708333333333334,0.0,0.0,0.0,0.0,23,0.0,50
O=C1Cc2cc(Br)ccc2OC1O,1,1.9230769230769231,1,1.9230769230769231,0.12162162162162163,0.0,0.0,0.0,0.0,13,0.0,50
O=C1OC(=Cc2ccccc2)C(O)c2ccccc21,1,1.9230769230769231,1,1.9230769230769231,0.2261904761904762,0.0,0.0,0.0,0.0,19,0.0,50
O=S1(=O)c2ccccc2-c2cc(-c3ccccc3)ccc21,1,1.9230769230769231,1,1.9230769230769231,0.14285714285714285,0.0,0.0,0.0,0.0,21,0.0,50
O=C1CCC(C2(Cc3ccccc3)N=N2)C(=O)N1,1,1.9230769230769231,1,1.9230769230769231,0.18604651162790697,0.0,0.0,0.0,0.0,18,0.0,50
O=C1CC(CCN2C(=O)c3ccccc3C2=O)CO1,1,1.9230769230769231,1,1.9230769230769231,0.1595744680851064,0.0,0.0,0.0,0.0,19,0.0,50
O=C1CC(=O)c2ccccc2N1,1,1.9230769230769231,1,1.9230769230769231,0.234375,0.0,0.0,0.0,0.0,12,0.0,50
CC(C)(C)OC1COC(=O)C(c2ccccc2)S1,1,1.9230769230769231,1,1.9230769230769231,0.16666666666666666,0.0,0.0,0.0,0.0,18,0.0,50
O=Cc1cc(C(=O)O)cc(-c2ccccc2O)n1,1,1.9230769230769231,1,1.9230769230769231,0.1511627906976744,0.0,0.0,0.0,0.0,18,0.0,50
O=C1OC(F)COC1=Cc1ccccc1,1,1.9230769230769231,1,1.9230769230769231,0.22972972972972974,0.0,0.0,0.0,0.0,15,0.0,50
O=C(OCc1ccc([N+](=O)[O-])cc1)C1(O)Oc2ccccc2C1=O,1,1.9230769230769231,1,1.9230769230769231,0.18269230769230768,0.0,0.0,0.0,0.0,24,0.0,50
COC(=O)C1(C(=O)OC)Cc2ccccc2C1=O,1,1.9230769230769231,1,1.9230769230769231,0.2,0.0,0.0,0.0,0.0,18,0.0,50
COc1ccc2c(c1)C(=O)C(SC)=CC2=O,1,1.9230769230769231,1,1.9230769230769231,0.14457831325301204,0.0,0.0,0.0,0.0,16,0.0,50
O=C1c2ccccc2-c2oc(-c3ccccc3)c(Br)c21,1,1.9230769230769231,1,1.9230769230769231,0.18478260869565216,0.0,0.0,0.0,0.0,20,0.0,50
NC(=O)C1(c2ccccc2)CCCN1C(=O)c1ccc(Cl)cc1,1,1.9230769230769231,1,1.9230769230769231,0.15,0.0,0.0,0.0,0.0,23,0.0,50
CC(=O)C1(c2ccccc2)Nc2ccc(Cl)cc21,1,1.9230769230769231,1,1.9230769230769231,0.18292682926829268,0.0,0.0,0.0,0.0,18,0.0,50
O=C1CC(CC2OC(=O)c3ccccc3C2=O)c2ccccc2O1,1,1.9230769230769231,1,1.9230769230769231,0.1588785046728972,0.0,0.0,0.0,0.0,24,0.0,50
O=C1Cc2ccccc2C(=O)C1O,1,1.9230769230769231,1,1.9230769230769231,0.20588235294117646,0.0,0.0,0.0,0.0,13,0.0,50
O=C1Cc2ccccc2C(=O)N1O,1,1.9230769230769231,1,1.9230769230769231,0.2028985507246377,0.0,0.0,0.0,0.0,13,0.0,50
CC(=O)OCc1ccccc1C1CC(=O)c2ccccc2C1=O,1,1.9230769230769231,1,1.9230769230769231,0.17,0.0,0.0,0.0,0.0,23,0.0,50
CC(C)(C)OC(=O)N1CC(=O)c2ccccc2C1=O,1,1.9230769230769231,1,1.9230769230769231,0.17647058823529413,0.0,0.0,0.0,0.0,19,0.0,50
O=C1C=C(O)C(COC(=O)c2ccccc2C(=O)O)CO1,1,1.9230769230769231,1,1.9230769230769231,0.17525773195876287,0.0,0.0,0.0,0.0,21,0.0,50
O=C1c2ccccc2C(=O)C(O)(Cc2ccccc2)c2nc3ccccc3n21,1,1.9230769230769231,1,1.9230769230769231,0.16806722689075632,0.0,0.0,0.0,0.0,28,0.0,50
O=C1Cc2ccccc2C(=O)N1OCc1ccccc1,1,1.9230769230769231,1,1.9230769230769231,0.18085106382978725,0.0,0.0,0.0,0.0,20,0.0,50
O=C1C(c2cc([N+](=O)[O-])ccc2C(=O)O)=Nc2ccccc21,1,1.9230769230769231,1,1.9230769230769231,0.15463917525773196,0.0,0.0,0.0,0.0,22,0.0,50
N#CC1(CCc2ccccc2)NC(=O)NC1=O,1,1.9230769230769231,1,1.9230769230769231,0.1875,0.0,0.0,0.0,0.0,17,0.0,50
O=C1CCC(=C2SCC(O)NC2=O)N1,1,1.9230769230769231,1,1.9230769230769231,0.1038961038961039,0.0,0.0,0.0,0.0,14,0.0,50
COC(=O)C(=Cc1ccc2oc(-c3ccccc3)nc2c1)OC,1,1.9230769230769231,1,1.9230769230769231,0.16964285714285715,0.0,0.0,0.0,0.0,23,0.0,50
CC(=O)Oc1ccc(C2CC(=O)c3ccccc3O2)cc1,1,1.9230769230769231,1,1.9230769230769231,0.1836734693877551,0.0,0.0,0.0,0.0,21,0.0,50
COC(=O)c1cc(N2CCCC2)c2ccc(=O)oc2c1C(=O)OC,1,1.9230769230769231,1,1.9230769230769231,0.14814814814814814,0.0,0.0,0.0,0.0,24,0.0,50
O=[N+]([O-])c1ccc(S(=O)(=O)c2ccccc2)cc1,1,1.9230769230769231,1,1.9230769230769231,0.21333333333333335,0.0,0.0,0.0,0.0,18,0.0,50
O=C(CC(C(=O)c1ccc(Cl)cc1)C1CCC1=O)c1ccc(Cl)cc1,1,1.9230769230769231,1,1.9230769230769231,0.1,0.0,0.0,0.0,0.0,25,0.0,50
O=C1CCc2cc(=O)c1c([O-])c1ccccc1c2=O,1,1.9230769230769231,1,1.9230769230769231,0.19148936170212766,0.0,0.0,0.0,0.0,19,0.0,60
COCc1ccc(CC2CC(=O)N(Cc3ccccc3)C2=O)cc1,1,1.9230769230769231,1,1.9230769230769231,0.14035087719298245,0.0,0.0,0.0,0.0,24,0.0,60
O=C1C=C(C(=O)c2ccco2)OC(=O)c2ccc([N+](=O)[O-])cc2O1,1,1.9230769230769231,1,1.9230769230769231,0.12280701754385964,0.0,0.0,0.0,0.0,24,0.0,60
COCCOC1Oc2ccccc2C1SCc1ccccc1,1,1.9230769230769231,1,1.9230769230769231,0.12844036697247707,0.0,0.0,0.0,0.0,22,0.0,60
O=CC1=Cc2ccccc2C1=O,1,1.9230769230769231,1,1.9230769230769231,0.21875,0.0,0.0,0.0,0.0,12,0.0,60
O=C(C1=CC(=O)C(c2coc3ccccc23)C1=O)c1ccccc1O,1,1.9230769230769231,1,1.9230769230769231,0.1834862385321101,0.0,0.0,0.0,0.0,25,0.0,60
O=CC1=Cc2ccccc2C(=O)C1(O)O,1,1.9230769230769231,1,1.9230769230769231,0.2361111111111111,0.0,0.0,0.0,0.0,15,0.0,60
O=CC1=Cc2ccccc2C(=O)C1(O)Cc1ccc(Cl)cc1,1,1.9230769230769231,1,1.9230769230769231,0.2127659574468085,0.0,0.0,0.0,0.0,22,0.0,60
O=CS(=O)(=O)c1ccc2oc(-c3ccccc3)nc2c1,1,1.9230769230769231,1,1.9230769230769231,0.22580645161290322,0.0,0.0,0.0,0.0,20,0.0,60
CC(=O)C1c2ccccc2C2c3ccccc3OC12,1,1.9230769230769231,1,1.9230769230769231,0.20224719101123595,0.0,0.0,0.0,0.0,19,0.0,60
NC(=O)c1ccc(N2CCOC2=O)cc1,1,1.9230769230769231,1,1.9230769230769231,0.15789473684210525,0.0,0.0,0.0,0.0,15,0.0,60
O=C1C=CC(=Cc2ccccc2O)OC(=O)C1,1,1.9230769230769231,1,1.9230769230769231,0.19047619047619047,0.0,0.0,0.0,0.0,17,0.0,60
O=C(CO)C1Cc2ccccc2N(C(=O)c2ccccc2)C1,1,1.9230769230769231,1,1.9230769230769231,0.16831683168316833,0.0,0.0,0.0,0.0,22,0.0,60
CCc1cc2ccccc2c(=O)c2cc(C)oc12,1,1.9230769230769231,1,1.9230769230769231,0.2159090909090909,0.0,0.0,0.0,0.0,18,0.0,60
O=C(O)C=Cc1coc2ccccc12,1,1.9230769230769231,1,1.9230769230769231,0.2361111111111111,0.0,0.0,0.0,0.0,14,0.0,60
O=C1CC(O)c2ccccc2O1,1,1.9230769230769231,1,1.9230769230769231,0.23076923076923078,0.0,0.0,0.0,0.0,12,0.0,60
O=C1CCc2ccccc2O1,1,1.9230769230769231,1,1.9230769230769231,0.24193548387096775,0.0,0.0,0.0,0.0,11,0.0,60
O=C1c2ccccc2C(=O)C1(Cc1ccc(Br)cc1)S(=O)(=O)c1ccc(Br)cc1,1,1.9230769230769231,1,1.9230769230769231,0.18181818181818182,0.0,0.0,0.0,0.0,29,0.0,60
O=C(OCCO)c1ccc2ccccc2n1,1,1.9230769230769231,1,1.9230769230769231,0.2073170731707317,0.0,0.0,0.0,0.0,16,0.0,60
O=C(O)C=C(c1ccccc1)c1coc2ccccc12,1,1.9230769230769231,1,1.9230769230769231,0.2235294117647059,0.0,0.0,0.0,0.0,20,0.0,60
COC(=O)c1cc(N(C)c2ccccc2)c(C(=O)OC)o1,1,1.9230769230769231,1,1.9230769230769231,0.16129032258064516,0.0,0.0,0.0,0.0,21,0.0,60
O=C(c1ccccc1)C1OC1c1ccc(Cl)cc1,1,1.9230769230769231,1,1.9230769230769231,0.17045454545454544,0.0,0.0,0.0,0.0,18,0.0,60
COC(=O)C1=C(c2ccccc2)c2ccccc2OC(=O)C1(C)O,1,1.9230769230769231,1,1.9230769230769231,0.16666666666666666,0.0,0.0,0.0,0.0,24,0.0,60
O=c1c2ccccc2oc2ccc(Cl)cc12,1,1.9230769230769231,1,1.9230769230769231,0.2631578947368421,0.0,0.0,0.0,0.0,16,0.0,60
O=C(O)CC1(C2CCC(=O)C2)C(=O)Oc2ccccc21,1,1.9230769230769231,1,1.9230769230769231,0.19318181818181818,0.0,0.0,0.0,0.0,20,0.0,60
O=C1c2ccccc2OC2(CC2)C2(OCCO2)C1c1ccccc1,1,1.9230769230769231,1,1.9230769230769231,0.1588785046728972,0.0,0.0,0.0,0.0,24,0.0,60
CN1CC(=O)N(Cc2ccco2)c2ccccc2C1=O,1,1.9230769230769231,1,1.9230769230769231,0.16666666666666666,0.0,0.0,0.0,0.0,20,0.0,60
O=C1C=CC(CCc2cccc3cccnc23)CC1,1,1.9230769230769231,1,1.9230769230769231,0.15625,0.0,0.0,0.0,0.0,19,0.0,60
O=C(Oc1ccccc1)C(=O)Oc1ccccc1C(=O)O,1,1.9230769230769231,1,1.9230769230769231,0.15217391304347827,0.0,0.0,0.0,0.0,21,0.0,60
O=C(CO)NC(=S)Nc1nc(-c2ccccc2)nc2cccnc12,1,1.9230769230769231,1,1.9230769230769231,0.13043478260869565,0.0,0.0,0.0,0.0,24,0.0,60
O=C1OC(O)c2ccccc2C1=O,1,1.9230769230769231,1,1.9230769230769231,0.20588235294117646,0.0,0.0,0.0,0.0,13,0.0,60
O=C1CCc2cc(O)ccc2C1=Cc1ccc(O)cc1,1,1.9230769230769231,1,1.9230769230769231,0.12371134020618557,0.0,0.0,0.0,0.0,20,0.0,60
O=C1NC(=O)c2ccccc2C1=O,1,1.9230769230769231,1,1.9230769230769231,0.23076923076923078,0.0,0.0,0.0,0.0,13,0.0,60
COc1ccc(CN2C(=O)Cc3ccccc3C(C)C2=O)cc1,1,1.9230769230769231,1,1.9230769230769231,0.15384615384615385,0.0,0.0,0.0,0.0,23,0.0,60
Cc1oc2ccccc2c1S(=O)(=O)O,1,1.9230769230769231,1,1.9230769230769231,0.27692307692307694,0.0,0.0,0.0,0.0,14,0.0,60
O=C1OC(=C2C(=O)c3ccccc3N2O)c2ccccc21,1,1.9230769230769231,1,1.9230769230769231,0.21348314606741572,0.0,0.0,0.0,0.0,21,0.0,60
CC([O-])C1Cc2ccccc2C(=O)C1Br,1,1.9230769230769231,1,1.9230769230769231,0.21621621621621623,0.0,0.0,0.0,0.0,15,0.0,60
O=C1C=CC(=O)c2cc(O)ccc21,1,1.9230769230769231,1,1.9230769230769231,0.14084507042253522,0.0,0.0,0.0,0.0,13,0.0,60
Cc1oc2ccccc2c1S(=O)(=O)c1ccc(Cl)cc1,1,1.9230769230769231,1,1.9230769230769231,0.2619047619047619,0.0,0.0,0.0,0.0,20,0.0,60
CCC(=O)C12CC(=O)C(=Cc3ccccc31)O2,1,1.9230769230769231,1,1.9230769230769231,0.21951219512195122,0.0,0.0,0.0,0.0,17,0.0,60
O=C1CC2(CCSc3ccccc3O2)C(=O)N1c1ccc(Cl)cc1,1,1.9230769230769231,1,1.9230769230769231,0.16666666666666666,0.0,0.0,0.0,0.0,24,0.0,60
C=C(C(=O)OC)C(=O)c1coc2ccccc12,1,1.9230769230769231,1,1.9230769230769231,0.22784810126582278,0.0,0.0,0.0,0.0,17,0.0,60
O=C(CN1C(=O)Cc2ccccc2C1=O)c1ccc([N+](=O)[O-])cc1,1,1.9230769230769231,1,1.9230769230769231,0.1588785046728972,0.0,0.0,0.0,0.0,24,0.0,60
O=C1Cc2ccccc2C2(CC2)OC(=O)c2ccccc21,1,1.9230769230769231,1,1.9230769230769231,0.17,0.0,0.0,0.0,0.0,21,0.0,60
CC(O)C1c2ccccc2C(=O)N1C(=O)OC(C)(C)C,1,1.9230769230769231,1,1.9230769230769231,0.16279069767441862,0.0,0.0,0.0,0.0,20,0.0,60
O=C1C=C(Nc2ccc(Cl)cc2)C(=O)C1c1ccccc1,1,1.9230769230769231,1,1.9230769230769231,0.16666666666666666,0.0,0.0,0.0,0.0,21,0.0,60
CC(=O)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1,1,1.9230769230769231,1,1.9230769230769231,0.16831683168316833,0.0,0.0,0.0,0.0,24,0.0,60
COc1cccc2oc(-c3ccccc3)c(O)c(=O)c12,1,1.9230769230769231,1,1.9230769230769231,0.22727272727272727,0.0,0.0,0.0,0.0,20,0.0,60
O=C(c1ccccc1)c1nc2ccccc2nc1-c1ccccc1,1,1.9230769230769231,1,1.9230769230769231,0.15841584158415842,0.0,0.0,0.0,0.0,24,0.0,60
O=C1CC2CCC(=O)N2c2ccccc21,1,1.9230769230769231,1,1.9230769230769231,0.20253164556962025,0.0,0.0,0.0,0.0,15,0.0,60
O=CC1(CC(=O)c2ccccc2Cl)CCC(=O)O1,1,1.9230769230769231,1,1.9230769230769231,0.19753086419753085,0.0,0.0,0.0,0.0,18,0.0,60
O=C1CC(=Cc2ccccc2)OC(=O)C1c1ccc(Cl)cc1,1,1.9230769230769231,1,1.9230769230769231,0.1836734693877551,0.0,0.0,0.0,0.0,22,0.0,60
Cc1ccc(-c2oc(-c3ccccc3)c(F)c2Br)cc1,1,2.0408163265306123,1,2.0408163265306123,0.17777777777777778,0.0,0.0,0.0,0.0,20,0.0,70
CC(C)C1COC(=O)N1C(=O)c1ccc(-c2ccccc2O)o1,1,2.0408163265306123,1,2.0408163265306123,0.18446601941747573,0.0,0.0,0.0,0.0,23,0.0,70
COCc1ccccc1C1(C)c2ccccc2C(=O)C1O,1,2.0408163265306123,1,2.0408163265306123,0.17204301075268819,0.0,0.0,0.0,0.0,21,0.0,70
O=C1C=CCc2ccccc21,1,2.0408163265306123,1,2.0408163265306123,0.22950819672131148,0.0,0.0,0.0,0.0,11,0.0,70
O=C1CCc2nc3ccccc3cc2C1=O,1,2.0408163265306123,1,2.0408163265306123,0.20481927710843373,0.0,0.0,0.0,0.0,16,0.0,70
O=C1Cc2c(c(-c3ccccc3)nc3ccccc23)C1=O,1,2.0408163265306123,1,2.0408163265306123,0.21505376344086022,0.0,0.0,0.0,0.0,21,0.0,70
CN(C)C(=O)c1ccc2oc(-c3ccccc3)nc2c1,1,2.0408163265306123,1,2.0408163265306123,0.2,0.0,0.0,0.0,0.0,20,0.0,70
O=C1OC(c2ccccc2Br)=NC1=Cc1ccccc1Cl,1,2.0408163265306123,1,2.0408163265306123,0.1875,0.0,0.0,0.0,0.0,21,0.0,70
CC(=O)c1ccc(N2CCOCC2)cc1,1,2.0408163265306123,1,2.0408163265306123,0.14285714285714285,0.0,0.0,0.0,0.0,15,0.0,70
O=C1Oc2ccccc2C1=Cc1ccccc1,1,2.0408163265306123,1,2.0408163265306123,0.20253164556962025,0.0,0.0,0.0,0.0,17,0.0,70
O=C1Cc2cc(Br)ccc2O1,1,2.0408163265306123,1,2.0408163265306123,0.16923076923076924,0.0,0.0,0.0,0.0,11,0.0,70
O=C1Cc2ccccc2N1c1ccc(-c2ccccc2)cc1,1,2.0408163265306123,1,2.0408163265306123,0.16666666666666666,0.0,0.0,0.0,0.0,22,0.0,70
O=C1C(=Cc2ccccc2)C(c2ccccc2)n2cccc21,1,2.0408163265306123,1,2.0408163265306123,0.22580645161290322,0.0,0.0,0.0,0.0,22,0.0,70
O=C1CCc2cc(Br)ccc2O1,1,2.0408163265306123,1,2.0408163265306123,0.14285714285714285,0.0,0.0,0.0,0.0,12,0.0,70
O=C1ON(C(=O)Nc2ccccc2)C2CCCCC12,1,2.0408163265306123,1,2.0408163265306123,0.15789473684210525,0.0,0.0,0.0,0.0,19,0.0,70
N#CC1=C(c2ccccc2O)C(=O)N(Cc2ccccc2)C1=O,1,2.0408163265306123,1,2.0408163265306123,0.13592233009708737,0.0,0.0,0.0,0.0,23,0.0,70
O=CC1(O)c2ccccc2C(=O)c2ccccc21,1,2.0408163265306123,1,2.0408163265306123,0.18292682926829268,0.0,0.0,0.0,0.0,18,0.0,70
CC(=O)C1=C(C(C)=O)OC(=Cc2cccc3cccnc23)O1,1,2.0408163265306123,1,2.0408163265306123,0.1485148514851485,0.0,0.0,0.0,0.0,22,0.0,70
O=C(O)C(=O)C(=Cc1ccc(F)cc1)c1ccccc1,1,2.0408163265306123,1,2.0408163265306123,0.17647058823529413,0.0,0.0,0.0,0.0,20,0.0,70
O=C1OC(=Cc2ccccc2)C(=O)C1c1ccc(Cl)cc1,1,2.0408163265306123,1,2.0408163265306123,0.1875,0.0,0.0,0.0,0.0,21,0.0,70
O=C1c2ccccc2C(=O)c2[nH]c(=O)ccc21,1,2.0408163265306123,1,2.0408163265306123,0.22077922077922077,0.0,0.0,0.0,0.0,17,0.0,70
O=C1CCC(C2(CC(=O)c3ccccc3)OCCO2)C(=O)C1,1,2.0408163265306123,1,2.0408163265306123,0.22105263157894736,0.0,0.0,0.0,0.0,22,0.0,70
