Substructure,Count,Count max,step max,step min,step count,step_list,median_score_fragment_max,median_score_fragment_min,Mean score cluster,median_score_fragment_list,diff_median_score_max,diff_median_score_min,Mean diff score,diff_median_score_list,count_per_molecule_max,count_per_molecule_first,count_per_molecule_mean,Total Number of Molecules with Substructure,Number of Molecules with Substructure List,Molecules containing fragment,Number of Molecules_with_Fragment,count_perc_ratio
CCC(=O)Oc1ccco1,2,1,380,320,2,"[320, 380]",0.4209774,0.4120571,0.41651725,"[0.4120571, 0.4209774]",-0.0290733,-0.03545605,-0.032264675,"[-0.03545605, -0.0290733]",1,1,1.0,2,"[1, 1]","{'CCC(=O)Oc1ccc(-c2oc(-c3ccc(OC)cc3)c3ccccc23)o1', 'CCC(=O)Oc1ccc(-c2oc(-c3ccc(NC)cc3)c3ccccc23)o1'}",2,1.0
CCC(=O)Oc1cccs1,1,1,380,380,1,[380],0.4629554,0.4629554,0.4629554,[0.4629554],0.0133206,0.0133206,0.0133206,[0.0133206],1,1,1.0,1,[1],{'CCC(=O)Oc1ccc(-c2oc(-c3ccccc3)c3ccccc23)s1'},1,1.0
CCC(=O)c1cc(-c2ccc3occc3c2)n[nH]1,1,1,30,30,1,[30],0.0,0.0,0.0,[0.0],-0.0101241,-0.0101241,-0.0101241,[-0.0101241],1,1,1.0,1,[1],{'CCC(=O)c1cc(-c2ccc3occc3c2)n[nH]1'},1,1.0
CCC(=O)c1ccc(-c2oc(-c3ccc(N(C)C)cc3)c3ccccc23)cc1,1,1,290,290,1,[290],0.4188124,0.4188124,0.4188124,[0.4188124],-0.0321273,-0.0321273,-0.0321273,[-0.0321273],1,1,1.0,1,[1],{'CCC(=O)c1ccc(-c2oc(-c3ccc(N(C)C)cc3)c3ccccc23)cc1'},1,1.0
CCC(=O)c1ccc(-c2oc(-c3ccc(OC)cc3)c3ccccc23)cc1,1,1,260,260,1,[260],0.4345327,0.4345327,0.4345327,[0.4345327],-0.0118079999999999,-0.0118079999999999,-0.0118079999999999,[-0.0118079999999999],1,1,1.0,1,[1],{'CCC(=O)c1ccc(-c2oc(-c3ccc(OC)cc3)c3ccccc23)cc1'},1,1.0
CCC(=O)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1,1,1,270,270,1,[270],0.444179,0.444179,0.444179,[0.444179],0.0315691999999999,0.0315691999999999,0.0315691999999999,[0.0315691999999999],1,1,1.0,1,[1],{'CCC(=O)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1'},1,1.0
CCC(=O)c1ccc(OC)c(C(C)=O)c1,1,1,80,80,1,[80],0.0057149,0.0057149,0.0057149,[0.0057149],-0.0009826999999999,-0.0009826999999999,-0.0009826999999999,[-0.0009826999999999],1,1,1.0,1,[1],{'CCC(=O)c1ccc(OC)c(C(C)=O)c1'},1,1.0
CCC(=O)c1ccccc1,3,1,290,260,3,"[260, 270, 290]",0.444179,0.4188124,0.4325080333333333,"[0.4345327, 0.444179, 0.4188124]",0.0315691999999999,-0.0321273,-0.004122033333333333,"[-0.0118079999999999, 0.0315691999999999, -0.0321273]",1,1,1.0,3,"[1, 1, 1]","{'CCC(=O)c1ccc(-c2oc(-c3ccc(OC)cc3)c3ccccc23)cc1', 'CCC(=O)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1', 'CCC(=O)c1ccc(-c2oc(-c3ccc(N(C)C)cc3)c3ccccc23)cc1'}",3,1.0
CCC(=O)c1ccn[nH]1,1,1,30,30,1,[30],0.0,0.0,0.0,[0.0],-0.0101241,-0.0101241,-0.0101241,[-0.0101241],1,1,1.0,1,[1],{'CCC(=O)c1cc(-c2ccc3occc3c2)n[nH]1'},1,1.0
CCC(C)(C)c1ccc(-c2oc(-c3ccc(N)cc3)c3ccccc23)cc1,1,1,450,450,1,[450],0.4435128,0.4435128,0.4435128,[0.4435128],-0.0107181,-0.0107181,-0.0107181,[-0.0107181],1,1,1.0,1,[1],{'CCC(C)(C)c1ccc(-c2oc(-c3ccc(N)cc3)c3ccccc23)cc1'},1,1.0
CCC(C)(C)c1ccc(-c2oc(-c3ccccc3)c3ccc(O)cc23)o1,1,1,420,420,1,[420],0.4386158,0.4386158,0.4386158,[0.4386158],-0.0129247,-0.0129247,-0.0129247,[-0.0129247],1,1,1.0,1,[1],{'CCC(C)(C)c1ccc(-c2oc(-c3ccccc3)c3ccc(O)cc23)o1'},1,1.0
CCC(C)(C)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1,1,1,440,440,1,[440],0.4718102,0.4718102,0.4718102,[0.4718102],0.02954985,0.02954985,0.02954985,[0.02954985],1,1,1.0,1,[1],{'CCC(C)(C)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1'},1,1.0
CCC(C)(C)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1Cl,1,1,460,460,1,[460],0.4727011,0.4727011,0.4727011,[0.4727011],0.0196598999999999,0.0196598999999999,0.0196598999999999,[0.0196598999999999],1,1,1.0,1,[1],{'CCC(C)(C)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1Cl'},1,1.0
CCC(C)(C)c1ccccc1,2,1,450,440,2,"[440, 450]",0.4718102,0.4435128,0.4576615,"[0.4718102, 0.4435128]",0.02954985,-0.0107181,0.009415875,"[0.02954985, -0.0107181]",1,1,1.0,2,"[1, 1]","{'CCC(C)(C)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1', 'CCC(C)(C)c1ccc(-c2oc(-c3ccc(N)cc3)c3ccccc23)cc1'}",2,1.0
CCC(C)(C)c1ccccc1Cl,1,1,460,460,1,[460],0.4727011,0.4727011,0.4727011,[0.4727011],0.0196598999999999,0.0196598999999999,0.0196598999999999,[0.0196598999999999],1,1,1.0,1,[1],{'CCC(C)(C)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1Cl'},1,1.0
CCC(C)(C)c1ccco1,1,1,420,420,1,[420],0.4386158,0.4386158,0.4386158,[0.4386158],-0.0129247,-0.0129247,-0.0129247,[-0.0129247],1,1,1.0,1,[1],{'CCC(C)(C)c1ccc(-c2oc(-c3ccccc3)c3ccc(O)cc23)o1'},1,1.0
CCC(C)OC(=O)C1=Cc2ccccc2CC1=O,1,1,50,50,1,[50],0.0428171,0.0428171,0.0428171,[0.0428171],0.0357592999999999,0.0357592999999999,0.0357592999999999,[0.0357592999999999],1,1,1.0,1,[1],{'CCC(C)OC(=O)C1=Cc2ccccc2CC1=O'},1,1.0
CCC(C)OC1COC(=O)C2Cc3ccccc3OC(=O)C12,1,1,40,40,1,[40],0.000177,0.000177,0.000177,[0.000177],-0.0024407,-0.0024407,-0.0024407,[-0.0024407],1,1,1.0,1,[1],{'CCC(C)OC1COC(=O)C2Cc3ccccc3OC(=O)C12'},1,1.0
CCC(C)Oc1ccc(-c2oc(-c3ccc(F)cc3)c3ccc(Br)cc23)cc1,1,1,430,430,1,[430],0.4150728,0.4150728,0.4150728,[0.4150728],-0.0398720999999999,-0.0398720999999999,-0.0398720999999999,[-0.0398720999999999],1,1,1.0,1,[1],{'CCC(C)Oc1ccc(-c2oc(-c3ccc(F)cc3)c3ccc(Br)cc23)cc1'},1,1.0
CCC(C)Oc1ccc(-c2oc(-c3ccc(N)cc3)c3ccccc23)cc1,1,1,430,430,1,[430],0.4130991,0.4130991,0.4130991,[0.4130991],-0.0418457999999999,-0.0418457999999999,-0.0418457999999999,[-0.0418457999999999],1,1,1.0,1,[1],{'CCC(C)Oc1ccc(-c2oc(-c3ccc(N)cc3)c3ccccc23)cc1'},1,1.0
CCC(C)Oc1ccccc1,2,2,430,430,1,[430],0.41408595,0.41408595,0.41408595,[0.41408595],-0.0410182499999999,-0.0410182499999999,-0.0410182499999999,[-0.0410182499999999],2,2,2.0,2,[2],"{'CCC(C)Oc1ccc(-c2oc(-c3ccc(N)cc3)c3ccccc23)cc1', 'CCC(C)Oc1ccc(-c2oc(-c3ccc(F)cc3)c3ccc(Br)cc23)cc1'}",2,1.0
CCC(C)c1ccc(-c2oc(-c3ccccc3)c3ccc(O)cc23)cc1,1,1,410,410,1,[410],0.442081,0.442081,0.442081,[0.442081],-0.0020196,-0.0020196,-0.0020196,[-0.0020196],1,1,1.0,1,[1],{'CCC(C)c1ccc(-c2oc(-c3ccccc3)c3ccc(O)cc23)cc1'},1,1.0
CCC(C)c1ccc(-c2oc(-c3ccccc3Br)c3ccc(O)cc23)cc1,1,1,280,280,1,[280],0.4236582,0.4236582,0.4236582,[0.4236582],-0.0220804,-0.0220804,-0.0220804,[-0.0220804],1,1,1.0,1,[1],{'CCC(C)c1ccc(-c2oc(-c3ccccc3Br)c3ccc(O)cc23)cc1'},1,1.0
CCC(C)c1ccccc1,2,1,410,280,2,"[280, 410]",0.442081,0.4236582,0.43286959999999997,"[0.4236582, 0.442081]",-0.0020196,-0.0220804,-0.01205,"[-0.0220804, -0.0020196]",1,1,1.0,2,"[1, 1]","{'CCC(C)c1ccc(-c2oc(-c3ccccc3Br)c3ccc(O)cc23)cc1', 'CCC(C)c1ccc(-c2oc(-c3ccccc3)c3ccc(O)cc23)cc1'}",2,1.0
CCC(Cc1ccccc1)OC(=O)C1(O)CC(=O)C=C1C(=O)c1ccccc1O,1,1,10,10,1,[10],0.0200748,0.0200748,0.0200748,[0.0200748],0.0136,0.0136,0.0136,[0.0136],1,1,1.0,1,[1],{'CCC(Cc1ccccc1)OC(=O)C1(O)CC(=O)C=C1C(=O)c1ccccc1O'},1,1.0
CCC(Cc1ccccc1)OC=O,1,1,10,10,1,[10],0.0200748,0.0200748,0.0200748,[0.0200748],0.0136,0.0136,0.0136,[0.0136],1,1,1.0,1,[1],{'CCC(Cc1ccccc1)OC(=O)C1(O)CC(=O)C=C1C(=O)c1ccccc1O'},1,1.0
CCC(F)(Br)C1=NOC(C)(CO)C1=O,1,1,50,50,1,[50],0.0165258,0.0165258,0.0165258,[0.0165258],0.009468,0.009468,0.009468,[0.009468],1,1,1.0,1,[1],{'CCC(F)(Br)C1=NOC(C)(CO)C1=O'},1,1.0
CCC(O)C1COC(=O)c2oc(-c3ccccc3)c(O)c2C1,1,1,10,10,1,[10],0.0387231,0.0387231,0.0387231,[0.0387231],0.0322483,0.0322483,0.0322483,[0.0322483],1,1,1.0,1,[1],{'CCC(O)C1COC(=O)c2oc(-c3ccccc3)c(O)c2C1'},1,1.0
CCC(O)Cc1ccccc1,1,1,10,10,1,[10],0.0200748,0.0200748,0.0200748,[0.0200748],0.0136,0.0136,0.0136,[0.0136],1,1,1.0,1,[1],{'CCC(Cc1ccccc1)OC(=O)C1(O)CC(=O)C=C1C(=O)c1ccccc1O'},1,1.0
CCC1(O)CCOC(=O)NC1Cc1ccccc1,1,1,20,20,1,[20],0.0001403,0.0001403,0.0001403,[0.0001403],-0.0033455,-0.0033455,-0.0033455,[-0.0033455],1,1,1.0,1,[1],{'CCC1(O)CCOC(=O)NC1Cc1ccccc1'},1,1.0
CCC1(O)c2ccccc2C(=O)c2ccc(OC)cc21,1,1,40,40,1,[40],0.0070812,0.0070812,0.0070812,[0.0070812],0.00495925,0.00495925,0.00495925,[0.00495925],1,1,1.0,1,[1],{'CCC1(O)c2ccccc2C(=O)c2ccc(OC)cc21'},1,1.0
CCC1(OC(=O)c2ccccc2C)CCC(=O)C1C,1,1,10,10,1,[10],0.0023843,0.0023843,0.0023843,[0.0023843],-0.004311,-0.004311,-0.004311,[-0.004311],1,1,1.0,1,[1],{'CCC1(OC(=O)c2ccccc2C)CCC(=O)C1C'},1,1.0
CCC1(c2ccccc2)NC(=O)N(C)c2ccccc21,1,1,110,110,1,[110],0.0007523,0.0007523,0.0007523,[0.0007523],-0.0931405,-0.0931405,-0.0931405,[-0.0931405],1,1,1.0,1,[1],{'CCC1(c2ccccc2)NC(=O)N(C)c2ccccc21'},1,1.0
CCC1C(=O)c2ccccc2C1=O,1,1,90,90,1,[90],0.0270173,0.0270173,0.0270173,[0.0270173],-0.0064733999999999,-0.0064733999999999,-0.0064733999999999,[-0.0064733999999999],1,1,1.0,1,[1],{'CCC1C(=O)c2ccccc2C1=O'},1,1.0
CCC1C=CC(=O)CC1,1,1,60,60,1,[60],0.0234178,0.0234178,0.0234178,[0.0234178],0.0206614,0.0206614,0.0206614,[0.0206614],1,1,1.0,1,[1],{'O=C1C=CC(CCc2cccc3cccnc23)CC1'},1,1.0
CCC1CC(c2ccccc2)C(O)O1,1,1,30,30,1,[30],0.0008643,0.0008643,0.0008643,[0.0008643],-0.0092598,-0.0092598,-0.0092598,[-0.0092598],1,1,1.0,1,[1],{'O=C1c2ccccc2C(O)CN1CCC1CC(c2ccccc2)C(O)O1'},1,1.0
CCC1COC(=O)C1,1,1,50,50,1,[50],0.0053337,0.0053337,0.0053337,[0.0053337],-0.0018086999999999,-0.0018086999999999,-0.0018086999999999,[-0.0018086999999999],1,1,1.0,1,[1],{'O=C1CC(CCN2C(=O)c3ccccc3C2=O)CO1'},1,1.0
CCC1c2ccccc2C(=O)C1(O)C(=O)OC,1,1,50,50,1,[50],0.0096648,0.0096648,0.0096648,[0.0096648],0.0026069999999999,0.0026069999999999,0.0026069999999999,[0.0026069999999999],1,1,1.0,1,[1],{'CCC1c2ccccc2C(=O)C1(O)C(=O)OC'},1,1.0
CCCCC1C(=O)c2ccccc2C1(C)C,1,1,10,10,1,[10],0.010394,0.010394,0.010394,[0.010394],0.0039192,0.0039192,0.0039192,[0.0039192],1,1,1.0,1,[1],{'CCCCC1C(=O)c2ccccc2C1(C)C'},1,1.0
CCCCOCc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1,1,1,260,260,1,[260],0.4664382,0.4664382,0.4664382,[0.4664382],0.0224029,0.0224029,0.0224029,[0.0224029],1,1,1.0,1,[1],{'CCCCOCc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1'},1,1.0
CCCCOCc1ccccc1,1,1,260,260,1,[260],0.4664382,0.4664382,0.4664382,[0.4664382],0.0224029,0.0224029,0.0224029,[0.0224029],1,1,1.0,1,[1],{'CCCCOCc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1'},1,1.0
CCCCOc1ccc(-c2oc(-c3ccc(Cl)cc3)c3ccccc23)cc1,1,1,300,300,1,[300],0.4425999,0.4425999,0.4425999,[0.4425999],0.005041,0.005041,0.005041,[0.005041],1,1,1.0,1,[1],{'CCCCOc1ccc(-c2oc(-c3ccc(Cl)cc3)c3ccccc23)cc1'},1,1.0
CCCCOc1ccc(-c2oc(-c3ccccc3)c3ccc(O)cc23)cc1,1,1,230,230,1,[230],0.4181786,0.4181786,0.4181786,[0.4181786],-0.0213123999999999,-0.0213123999999999,-0.0213123999999999,[-0.0213123999999999],1,1,1.0,1,[1],{'CCCCOc1ccc(-c2oc(-c3ccccc3)c3ccc(O)cc23)cc1'},1,1.0
CCCCOc1ccccc1,2,1,300,230,2,"[230, 300]",0.4425999,0.4181786,0.43038925,"[0.4181786, 0.4425999]",0.005041,-0.0213123999999999,-0.00813569999999995,"[-0.0213123999999999, 0.005041]",1,1,1.0,2,"[1, 1]","{'CCCCOc1ccc(-c2oc(-c3ccc(Cl)cc3)c3ccccc23)cc1', 'CCCCOc1ccc(-c2oc(-c3ccccc3)c3ccc(O)cc23)cc1'}",2,1.0
CCCc1cc(-c2oc(-c3ccccc3)c3ccccc23)co1,1,1,420,420,1,[420],0.4515535,0.4515535,0.4515535,[0.4515535],0.0003443999999999,0.0003443999999999,0.0003443999999999,[0.0003443999999999],1,1,1.0,1,[1],{'CCCc1cc(-c2oc(-c3ccccc3)c3ccccc23)co1'},1,1.0
CCCc1ccc(-c2oc(-c3ccc(Cl)cc3)c3ccccc23)cc1,1,1,320,320,1,[320],0.4663976,0.4663976,0.4663976,[0.4663976],0.0201844999999999,0.0201844999999999,0.0201844999999999,[0.0201844999999999],1,1,1.0,1,[1],{'CCCc1ccc(-c2oc(-c3ccc(Cl)cc3)c3ccccc23)cc1'},1,1.0
CCCc1ccc(-c2oc(-c3ccc(OC)cc3)c3ccccc23)cc1,1,1,280,280,1,[280],0.4684533,0.4684533,0.4684533,[0.4684533],0.0241066,0.0241066,0.0241066,[0.0241066],1,1,1.0,1,[1],{'CCCc1ccc(-c2oc(-c3ccc(OC)cc3)c3ccccc23)cc1'},1,1.0
CCCc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1,1,1,440,440,1,[440],0.484525,0.484525,0.484525,[0.484525],0.04226465,0.04226465,0.04226465,[0.04226465],1,1,1.0,1,[1],{'CCCc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1'},1,1.0
CCCc1ccccc1,3,1,440,280,3,"[280, 320, 440]",0.484525,0.4663976,0.47312529999999997,"[0.4684533, 0.4663976, 0.484525]",0.04226465,0.0201844999999999,0.028851916666666633,"[0.0241066, 0.0201844999999999, 0.04226465]",1,1,1.0,3,"[1, 1, 1]","{'CCCc1ccc(-c2oc(-c3ccc(Cl)cc3)c3ccccc23)cc1', 'CCCc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1', 'CCCc1ccc(-c2oc(-c3ccc(OC)cc3)c3ccccc23)cc1'}",3,1.0
CCCc1ccco1,1,1,420,420,1,[420],0.4515535,0.4515535,0.4515535,[0.4515535],0.0003443999999999,0.0003443999999999,0.0003443999999999,[0.0003443999999999],1,1,1.0,1,[1],{'CCCc1cc(-c2oc(-c3ccccc3)c3ccccc23)co1'},1,1.0
CCN(C)c1ccccc1,1,1,10,10,1,[10],0.0135176,0.0135176,0.0135176,[0.0135176],0.0070427999999999,0.0070427999999999,0.0070427999999999,[0.0070427999999999],1,1,1.0,1,[1],{'CN(CCOC1(O)C(=O)C=CC1OC(=O)c1ccccc1)c1ccccc1'},1,1.0
CCN(CC)c1ccc(-c2oc(-c3ccc(Br)cc3)c3ccccc23)cc1,1,1,290,290,1,[290],0.4509397,0.4509397,0.4509397,[0.4509397],0.0039739999999999,0.0039739999999999,0.0039739999999999,[0.0039739999999999],1,1,1.0,1,[1],{'CCN(CC)c1ccc(-c2oc(-c3ccc(Br)cc3)c3ccccc23)cc1'},1,1.0
CCN(CC)c1ccc(-c2oc(-c3ccc(O)cc3)c3ccccc23)cc1,1,1,300,300,1,[300],0.4152319,0.4152319,0.4152319,[0.4152319],-0.02606195,-0.02606195,-0.02606195,[-0.02606195],1,1,1.0,1,[1],{'CCN(CC)c1ccc(-c2oc(-c3ccc(O)cc3)c3ccccc23)cc1'},1,1.0
CCN(CC)c1ccc(-c2oc(-c3ccc(OC)cc3)c3ccccc23)cc1,1,1,320,320,1,[320],0.4418507,0.4418507,0.4418507,[0.4418507],-0.00566245,-0.00566245,-0.00566245,[-0.00566245],1,1,1.0,1,[1],{'CCN(CC)c1ccc(-c2oc(-c3ccc(OC)cc3)c3ccccc23)cc1'},1,1.0
CCN(CC)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1,1,1,210,210,1,[210],0.4628169,0.4628169,0.4628169,[0.4628169],0.0409427,0.0409427,0.0409427,[0.0409427],1,1,1.0,1,[1],{'CCN(CC)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1'},1,1.0
CCN(CC)c1ccccc1,4,1,320,210,4,"[210, 290, 300, 320]",0.4628169,0.4152319,0.4427098,"[0.4628169, 0.4509397, 0.4152319, 0.4418507]",0.0409427,-0.02606195,0.003298074999999975,"[0.0409427, 0.0039739999999999, -0.02606195, -0.00566245]",1,1,1.0,4,"[1, 1, 1, 1]","{'CCN(CC)c1ccc(-c2oc(-c3ccc(Br)cc3)c3ccccc23)cc1', 'CCN(CC)c1ccc(-c2oc(-c3ccc(OC)cc3)c3ccccc23)cc1', 'CCN(CC)c1ccc(-c2oc(-c3ccc(O)cc3)c3ccccc23)cc1', 'CCN(CC)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1'}",4,1.0
CCN1C(=O)c2ccccc2C1=O,1,1,40,40,1,[40],0.0,0.0,0.0,[0.0],-0.0026177,-0.0026177,-0.0026177,[-0.0026177],1,1,1.0,1,[1],{'CCN1C(=O)c2ccccc2C1=O'},1,1.0
CCN1CC(O)c2ccccc2C1=O,1,1,30,30,1,[30],0.0008643,0.0008643,0.0008643,[0.0008643],-0.0092598,-0.0092598,-0.0092598,[-0.0092598],1,1,1.0,1,[1],{'O=C1c2ccccc2C(O)CN1CCC1CC(c2ccccc2)C(O)O1'},1,1.0
CCNc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1,1,1,500,500,1,[500],0.467072,0.467072,0.467072,[0.467072],0.0129567999999999,0.0129567999999999,0.0129567999999999,[0.0129567999999999],1,1,1.0,1,[1],{'CCNc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1'},1,1.0
CCNc1ccc(-c2oc(-c3ccccc3)c3ccccc23)s1,1,1,370,370,1,[370],0.4132579,0.4132579,0.4132579,[0.4132579],-0.0380337,-0.0380337,-0.0380337,[-0.0380337],1,1,1.0,1,[1],{'CCNc1ccc(-c2oc(-c3ccccc3)c3ccccc23)s1'},1,1.0
CCNc1ccccc1,1,1,500,500,1,[500],0.467072,0.467072,0.467072,[0.467072],0.0129567999999999,0.0129567999999999,0.0129567999999999,[0.0129567999999999],1,1,1.0,1,[1],{'CCNc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1'},1,1.0
CCNc1cccs1,1,1,370,370,1,[370],0.4132579,0.4132579,0.4132579,[0.4132579],-0.0380337,-0.0380337,-0.0380337,[-0.0380337],1,1,1.0,1,[1],{'CCNc1ccc(-c2oc(-c3ccccc3)c3ccccc23)s1'},1,1.0
CCOC(=O)C(=Cc1coc2ccccc12)C(=O)OCC,1,1,10,10,1,[10],0.0168675,0.0168675,0.0168675,[0.0168675],0.0103927,0.0103927,0.0103927,[0.0103927],1,1,1.0,1,[1],{'CCOC(=O)C(=Cc1coc2ccccc12)C(=O)OCC'},1,1.0
CCOC(=O)C1=CCC(=O)N1c1ccccc1,1,1,20,20,1,[20],0.0016887,0.0016887,0.0016887,[0.0016887],-0.0017970999999999,-0.0017970999999999,-0.0017970999999999,[-0.0017970999999999],1,1,1.0,1,[1],{'CCOC(=O)C1=CCC(=O)N1c1ccccc1'},1,1.0
CCOC(=O)C=C(c1ccc(Br)cc1)N(C)c1ccccc1,1,1,280,280,1,[280],0.021835,0.021835,0.021835,[0.021835],-0.4239036,-0.4239036,-0.4239036,[-0.4239036],1,1,1.0,1,[1],{'CCOC(=O)C=C(c1ccc(Br)cc1)N(C)c1ccccc1'},1,1.0
CCOC(=O)Oc1ccc(-c2oc(-c3ccc(C)cc3)c3ccccc23)o1,1,1,370,370,1,[370],0.4644519,0.4644519,0.4644519,[0.4644519],0.0172973999999999,0.0172973999999999,0.0172973999999999,[0.0172973999999999],1,1,1.0,1,[1],{'CCOC(=O)Oc1ccc(-c2oc(-c3ccc(C)cc3)c3ccccc23)o1'},1,1.0
CCOC(=O)Oc1ccc(-c2oc(-c3ccc(N(C)C)cc3)c3ccccc23)o1,1,1,400,400,1,[400],0.427552,0.427552,0.427552,[0.427552],-0.0167843,-0.0167843,-0.0167843,[-0.0167843],1,1,1.0,1,[1],{'CCOC(=O)Oc1ccc(-c2oc(-c3ccc(N(C)C)cc3)c3ccccc23)o1'},1,1.0
CCOC(=O)Oc1ccc(-c2oc(-c3ccc(OC)cc3)c3ccccc23)o1,1,1,400,400,1,[400],0.4400929,0.4400929,0.4400929,[0.4400929],-0.0042434,-0.0042434,-0.0042434,[-0.0042434],1,1,1.0,1,[1],{'CCOC(=O)Oc1ccc(-c2oc(-c3ccc(OC)cc3)c3ccccc23)o1'},1,1.0
CCOC(=O)Oc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1,1,1,390,390,1,[390],0.474017,0.474017,0.474017,[0.474017],0.0242988,0.0242988,0.0242988,[0.0242988],1,1,1.0,1,[1],{'CCOC(=O)Oc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1'},1,1.0
CCOC(=O)Oc1ccccc1,1,1,390,390,1,[390],0.474017,0.474017,0.474017,[0.474017],0.0242988,0.0242988,0.0242988,[0.0242988],1,1,1.0,1,[1],{'CCOC(=O)Oc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1'},1,1.0
CCOC(=O)Oc1ccco1,3,2,400,370,2,"[370, 400]",0.4644519,0.4338224499999999,0.44913717499999994,"[0.4644519, 0.4338224499999999]",0.0172973999999999,-0.01152695,0.0028852249999999505,"[0.0172973999999999, -0.01152695]",2,1,1.5,3,"[1, 2]","{'CCOC(=O)Oc1ccc(-c2oc(-c3ccc(C)cc3)c3ccccc23)o1', 'CCOC(=O)Oc1ccc(-c2oc(-c3ccc(N(C)C)cc3)c3ccccc23)o1', 'CCOC(=O)Oc1ccc(-c2oc(-c3ccc(OC)cc3)c3ccccc23)o1'}",3,2.0
CCOC(=O)c1cc(-c2oc(-c3ccc(Br)cc3)c3ccccc23)on1,1,1,220,220,1,[220],0.4238031,0.4238031,0.4238031,[0.4238031],-0.01810335,-0.01810335,-0.01810335,[-0.01810335],1,1,1.0,1,[1],{'CCOC(=O)c1cc(-c2oc(-c3ccc(Br)cc3)c3ccccc23)on1'},1,1.0
CCOC(=O)c1cc(-c2oc(-c3ccc(C)cc3)c3ccccc23)no1,1,1,370,370,1,[370],0.4011199,0.4011199,0.4011199,[0.4011199],-0.0501717,-0.0501717,-0.0501717,[-0.0501717],1,1,1.0,1,[1],{'CCOC(=O)c1cc(-c2oc(-c3ccc(C)cc3)c3ccccc23)no1'},1,1.0
CCOC(=O)c1cc(-c2oc(-c3ccc(Cl)cc3)c3ccccc23)oc1O,1,1,310,310,1,[310],0.445429,0.445429,0.445429,[0.445429],-0.0095261999999999,-0.0095261999999999,-0.0095261999999999,[-0.0095261999999999],1,1,1.0,1,[1],{'CCOC(=O)c1cc(-c2oc(-c3ccc(Cl)cc3)c3ccccc23)oc1O'},1,1.0
CCOC(=O)c1cc(-c2oc(-c3ccccc3)c3ccccc23)co1,1,1,420,420,1,[420],0.3925843,0.3925843,0.3925843,[0.3925843],-0.0589562,-0.0589562,-0.0589562,[-0.0589562],1,1,1.0,1,[1],{'CCOC(=O)c1cc(-c2oc(-c3ccccc3)c3ccccc23)co1'},1,1.0
CCOC(=O)c1cc(-c2oc(-c3ccccc3)c3ccccc23)oc1O,1,1,290,290,1,[290],0.4535881,0.4535881,0.4535881,[0.4535881],0.0066223999999999,0.0066223999999999,0.0066223999999999,[0.0066223999999999],1,1,1.0,1,[1],{'CCOC(=O)c1cc(-c2oc(-c3ccccc3)c3ccccc23)oc1O'},1,1.0
CCOC(=O)c1cc(-c2oc(-c3ccccc3)c3ccccc23)oc1OCC,1,1,320,320,1,[320],0.4462453,0.4462453,0.4462453,[0.4462453],-0.0012356499999999,-0.0012356499999999,-0.0012356499999999,[-0.0012356499999999],1,1,1.0,1,[1],{'CCOC(=O)c1cc(-c2oc(-c3ccccc3)c3ccccc23)oc1OCC'},1,1.0
CCOC(=O)c1cc(-c2oc(-c3ccccc3)c3ccccc23)on1,1,1,200,200,1,[200],0.4274608,0.4274608,0.4274608,[0.4274608],0.0114756499999999,0.0114756499999999,0.0114756499999999,[0.0114756499999999],1,1,1.0,1,[1],{'CCOC(=O)c1cc(-c2oc(-c3ccccc3)c3ccccc23)on1'},1,1.0
CCOC(=O)c1ccc(-c2oc(-c3ccc(Br)cc3)c3ccccc23)cc1,1,1,280,280,1,[280],0.4315647,0.4315647,0.4315647,[0.4315647],-0.0141738999999999,-0.0141738999999999,-0.0141738999999999,[-0.0141738999999999],1,1,1.0,1,[1],{'CCOC(=O)c1ccc(-c2oc(-c3ccc(Br)cc3)c3ccccc23)cc1'},1,1.0
