Substructure,Count,Count max,step max,step min,step count,step_list,median_score_fragment_max,median_score_fragment_min,Mean score cluster,median_score_fragment_list,diff_median_score_max,diff_median_score_min,Mean diff score,diff_median_score_list,count_per_molecule_max,count_per_molecule_first,count_per_molecule_mean,Total Number of Molecules with Substructure,Number of Molecules with Substructure List,Molecules containing fragment,Number of Molecules_with_Fragment,count_perc_ratio
CCC1(OC(=O)c2ccccc2C)CCC(=O)C1C,1,1,10,10,1,[10],0.0023843,0.0023843,0.0023843,[0.0023843],-0.004311,-0.004311,-0.004311,[-0.004311],2,2,2.0,2,[2],{'CCC1(OC(=O)c2ccccc2C)CCC(=O)C1C'},1,1.0
CCC1c2ccccc2C(=O)C1(O)C(=O)OC,1,1,50,50,1,[50],0.0096648,0.0096648,0.0096648,[0.0096648],0.0026069999999999,0.0026069999999999,0.0026069999999999,[0.0026069999999999],2,2,2.0,2,[2],{'CCC1c2ccccc2C(=O)C1(O)C(=O)OC'},1,1.0
CCCCC1C(=O)c2ccccc2C1(C)C,1,1,10,10,1,[10],0.02225715,0.02225715,0.02225715,[0.02225715],0.0159717,0.0159717,0.0159717,[0.0159717],3,3,3.0,3,[3],"{'CCCCC1C(=O)c2ccccc2C1(C)C', 'O=C(CC1CCc2ccccc2C1=O)C(=O)c1ccc(Cl)cc1'}",2,1.0
CCCc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1,1,1,440,440,1,[440],0.484525,0.484525,0.484525,[0.484525],0.04226465,0.04226465,0.04226465,[0.04226465],2,2,2.0,2,[2],{'CCCc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1'},1,1.0
CCNc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1,1,1,500,500,1,[500],0.4625669,0.4625669,0.4625669,[0.4625669],0.0086688999999999,0.0086688999999999,0.0086688999999999,[0.0086688999999999],3,3,3.0,3,[3],"{'CCNc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1', 'CSc1ccc(-c2oc(-c3ccccc3)c3ccc(Br)cc23)o1'}",2,1.0
CCOC(=O)C(=Cc1coc2ccccc12)C(=O)OCC,1,1,10,10,1,[10],0.01713105,0.01713105,0.01713105,[0.01713105],0.0108456,0.0108456,0.0108456,[0.0108456],3,3,3.0,3,[3],"{'O=CN1C(=S)N(Cc2ccccc2)C(=O)C(F)(F)C1c1cccc([N+](=O)[O-])c1', 'CCOC(=O)C(=Cc1coc2ccccc12)C(=O)OCC'}",2,1.0
CCOC(=O)C1=CCC(=O)N1c1ccccc1,1,1,20,20,1,[20],0.00084435,0.00084435,0.00084435,[0.00084435],-0.0028138499999999,-0.0028138499999999,-0.0028138499999999,[-0.0028138499999999],5,5,5.0,5,[5],"{'O=C1CCC(C(CCC(=O)c2ccccc2)OC(=O)OC(CBr)c2ccccc2)C1', 'CCOC(=O)C1=CCC(=O)N1c1ccccc1', 'O=C1OC(=Cc2ccccc2)C(=O)C1O', 'O=C(COC(=O)c1ccccc1)Nc1ccccc1'}",4,1.0
CCOC(=O)c1cc(-c2oc(-c3ccccc3)c3ccccc23)oc1OCC,1,1,320,320,1,[320],0.448781,0.448781,0.448781,[0.448781],0.0221753,0.0221753,0.0221753,[0.0221753],16,16,16.0,16,[16],"{'COc1ccc(-c2oc(-c3ccccc3)c3ccc(Cl)cc23)cc1O', 'COc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1OO', 'O=C1OC(c2ccc(Cl)cc2)=NC1=Cc1ccco1', 'CCCc1ccc(-c2oc(-c3ccc(Cl)cc3)c3ccccc23)cc1', 'CC(=O)N(Cc1ccc(-c2oc(-c3ccc(F)cc3)c3ccccc23)o1)c1ccc(C)cc1', 'CCOC(=O)c1cc(-c2oc(-c3ccccc3)c3ccccc23)oc1OCC', 'CC(C)c1ccc(C(=O)O)c(-c2ccccc2)n1', 'CC(C)(C)c1ccc(-c2oc(-c3ccc(Cl)cc3)c3ccccc23)cc1', 'COc1ccc(-c2oc(-c3ccccc3)c3ccc(Br)cc23)cc1', 'COC(=O)c1ccc(-c2oc(-c3ccc(Cl)cc3)c3ccccc23)cc1', 'CCN(CC)c1ccc(-c2oc(-c3ccc(OC)cc3)c3ccccc23)cc1', 'O=C1OC(c2ccccc2)=NC1=Cc1ccc[nH]1', 'COc1cc(-c2oc(-c3ccccc3)c3ccc(Br)cc23)oc1OC', 'COCc1ccc(-c2oc(-c3ccc(O)cc3)c3ccccc23)cc1', 'COC(=O)c1cc(-c2oc(-c3ccccc3)c3ccccc23)oc1OC'}",15,1.0
CCOC(=O)c1ccc(-c2oc(-c3ccc(C)cc3)c3ccccc23)cc1,1,1,350,350,1,[350],0.4477855,0.4477855,0.4477855,[0.4477855],0.0004094,0.0004094,0.0004094,[0.0004094],2,2,2.0,2,[2],{'CCOC(=O)c1ccc(-c2oc(-c3ccc(C)cc3)c3ccccc23)cc1'},1,1.0
CCOC(=O)c1ccc(-c2oc(-c3ccc(C)cc3)c3ccccc23)o1,1,1,350,350,1,[350],0.4473761,0.4473761,0.4473761,[0.4473761],-0.0004094,-0.0004094,-0.0004094,[-0.0004094],20,20,20.0,20,[20],"{'O=C(O)c1ccc(-c2oc(-c3ccc(F)cc3)c3ccccc23)cc1', 'O=C(CBr)c1ccc(-c2oc(-c3ccc(Br)cc3)c3ccccc23)cc1', 'CCc1ccc(-c2oc(-c3ccc(NC)cc3)c3ccccc23)cc1', 'Cc1cc(-c2oc(-c3ccccc3)c3ccccc23)no1', 'CCOC(=O)c1ccc(-c2oc(-c3ccc(OC)cc3)c3ccccc23)cc1', 'CCOC(=O)c1ccc(-c2oc(-c3ccc(C)cc3)c3ccccc23)o1', 'COCc1ccc(-c2oc(-c3ccc(Br)cc3)c3ccccc23)cc1', 'COc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1OBr', 'CC(C)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1', 'COCc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1OC', 'COc1cc(-c2oc(-c3ccccc3)c3ccccc23)co1', 'CCc1ccc(-c2oc(-c3ccc(Cl)cc3)c3ccccc23)cc1', 'CS(=O)(=O)c1ccc(-c2oc(-c3ccc(F)cc3)c3ccccc23)o1', 'NC(=O)Oc1ccc(-c2oc(-c3ccc([N+](=O)[O-])cc3)c3ccccc23)cc1', 'CS(=O)(=O)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)s1', 'CS(=O)(=O)c1ccc(-c2oc(-c3ccc([N+](=O)[O-])cc3)c3ccccc23)o1', 'O=C1OC(=Cc2ccco2)N=C1c1ccc(Br)cc1', 'Fc1ccc(-c2cc(-c3oc(-c4ccccc4)c4ccccc34)cc(C(F)(F)F)n2)cc1', 'COC(=O)c1cc(-c2oc(-c3ccccc3)c3ccccc23)no1'}",19,1.0
CCOC(=O)c1ccc(-c2oc(-c3ccc(N)cc3)c3ccccc23)cc1,1,1,320,320,1,[320],0.4205445,0.4205445,0.4205445,[0.4205445],-0.0282364999999999,-0.0282364999999999,-0.0282364999999999,[-0.0282364999999999],3,3,3.0,3,[3],"{'CCOC(=O)c1ccc(-c2oc(-c3ccc(N)cc3)c3ccccc23)cc1', 'CC(C)(C)c1ccc(-c2oc(-c3ccc(C#N)cc3)c3ccccc23)cc1'}",2,1.0
CCOc1ccc(-c2oc(-c3ccc(O)cc3)c3ccccc23)cc1,1,1,300,300,1,[300],0.4399878,0.4399878,0.4399878,[0.4399878],-0.00260065,-0.00260065,-0.00260065,[-0.00260065],12,12,12.0,12,[12],"{'CC(C)(C)OC(=O)Nc1oc(-c2ccccc2)c2ccccc12', 'O=C1COC(c2ccco2)=NC1=Cc1ccco1', 'CC(=O)Oc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1', 'O=C1NC(c2ccco2)=NC1=Cc1ccc[nH]1', 'CS(=O)(=O)Oc1ccc(-c2oc(-c3ccccc3)c3ccccc23)o1', 'CCOc1ccc(-c2oc(-c3ccc(O)cc3)c3ccccc23)cc1', 'CC(=O)Nc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1', 'CCCCOc1ccc(-c2oc(-c3ccc(Cl)cc3)c3ccccc23)cc1', 'CC1=NC(=Cc2ccco2)OC1=O', 'COc1ccc(-c2oc(-c3ccc(O)cc3)c3cccnc23)cc1O', 'CCN(CC)c1ccc(-c2oc(-c3ccc(O)cc3)c3ccccc23)cc1'}",11,1.0
CCOc1ccc(-c2oc(-c3ccc(OC)cc3)c3ccccc23)cc1,1,1,400,400,1,[400],0.4560569,0.4560569,0.4560569,[0.4560569],0.0143488499999999,0.0143488499999999,0.0143488499999999,[0.0143488499999999],2,2,2.0,2,[2],{'CCOc1ccc(-c2oc(-c3ccc(OC)cc3)c3ccccc23)cc1'},1,1.0
CCOc1ccc(-c2oc(-c3ccccc3)c3ccc(N)cc23)cc1,1,1,480,480,1,[480],0.4279557,0.4279557,0.4279557,[0.4279557],-0.0109891,-0.0109891,-0.0109891,[-0.0109891],2,2,2.0,2,[2],{'CCOc1ccc(-c2oc(-c3ccccc3)c3ccc(N)cc23)cc1'},1,1.0
CCOc1ccc(C2OC(=O)CCC2CC)cc1,1,1,20,20,1,[20],0.0002676,0.0002676,0.0002676,[0.0002676],-0.0032182,-0.0032182,-0.0032182,[-0.0032182],2,2,2.0,2,[2],{'CCOc1ccc(C2OC(=O)CCC2CC)cc1'},1,1.0
CC[N+]1(C)CCC(=O)C(C)(c2ccccc2)C1=O,1,1,10,10,1,[10],0.00023185,0.00023185,0.00023185,[0.00023185],-0.0069529,-0.0069529,-0.0069529,[-0.0069529],3,3,3.0,3,[3],"{'O=C1CCC(C2(Cc3ccccc3)NCCO2)C(=O)O1', 'CC[N+]1(C)CCC(=O)C(C)(c2ccccc2)C1=O'}",2,1.0
CCc1cc(-c2oc(-c3ccc(OC)cc3)c3ccccc23)no1,1,1,340,340,1,[340],0.4074997,0.4074997,0.4074997,[0.4074997],-0.0448117999999999,-0.0448117999999999,-0.0448117999999999,[-0.0448117999999999],2,2,2.0,2,[2],{'CCc1cc(-c2oc(-c3ccc(OC)cc3)c3ccccc23)no1'},1,1.0
CCc1oc(-c2ccccc2)c2c1C(=O)O2,1,1,360,360,1,[360],0.0182232,0.0182232,0.0182232,[0.0182232],-0.4389762499999999,-0.4389762499999999,-0.4389762499999999,[-0.4389762499999999],2,2,2.0,2,[2],{'CCc1oc(-c2ccccc2)c2c1C(=O)O2'},1,1.0
CN(C)C(=O)c1ccc2oc(-c3ccccc3)c(O)c(=O)c2n1,1,1,40,40,1,[40],0.00162865,0.00162865,0.00162865,[0.00162865],-0.00060925,-0.00060925,-0.00060925,[-0.00060925],3,3,3.0,3,[3],"{'O=C1CCC(C2(CC(=O)c3ccccc3)CCCc3ccccc32)C1', 'CN(C)C(=O)c1ccc2oc(-c3ccccc3)c(O)c(=O)c2n1'}",2,1.0
CN(C)C(=O)c1ccc2oc(-c3ccccc3)nc2c1,1,1,70,70,1,[70],0.0,0.0,0.0,[0.0],-0.011562,-0.011562,-0.011562,[-0.011562],2,2,2.0,2,[2],{'CN(C)C(=O)c1ccc2oc(-c3ccccc3)nc2c1'},1,1.0
CN(C)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)s1,1,1,390,390,1,[390],0.4505135,0.4505135,0.4505135,[0.4505135],0.0007952999999999,0.0007952999999999,0.0007952999999999,[0.0007952999999999],16,16,16.0,16,[16],"{'Cc1ccc(-c2oc(-c3ccccc3)c3cc(Br)ccc23)cc1', 'COc1ccc(-c2oc(-c3ccccc3)c3cc(O)ccc23)cc1', 'COOc1ccc(-c2oc(-c3ccccc3)c3cc(Br)ccc23)cc1', 'CN(C)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)s1', 'Clc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1Cl', 'O=C1OC(c2ccc(Cl)cc2)=NC1=C(Nc1ccccn1)c1ccco1', 'CCc1ccc(-c2oc(-c3ccccc3)c3ccc(C)cc23)cc1', 'O=C1OC(c2ccccc2)=NC1=Cc1ccccn1', 'CCOC(=O)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)s1', 'COC(=O)Oc1ccc(-c2oc(-c3ccc(C)cc3)c3ccccc23)cc1', 'CC(=O)Oc1ccc(-c2oc(-c3ccc(F)cc3)c3ccccc23)cc1', 'O=C1C(=Cc2ccco2)N=C1c1cccc([N+](=O)[O-])c1', 'COC(=O)Oc1ccc(-c2oc(-c3ccccc3)c3ccccc23)s1', 'COc1ccc2c(-c3ccccc3)oc(-c3ccc(SC)o3)c2c1', 'CCOC(=O)Oc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1'}",15,1.0
CN(C)c1cccc2ccc(=O)n(C)c12,1,1,70,70,1,[70],0.0302316,0.0302316,0.0302316,[0.0302316],0.0205115,0.0205115,0.0205115,[0.0205115],2,2,2.0,2,[2],{'CN(C)c1cccc2ccc(=O)n(C)c12'},1,1.0
CN1C(=O)C(CC2=NCCO2)C2Cc3ccccc3CC21,1,1,30,30,1,[30],0.141779,0.141779,0.141779,[0.141779],0.1331543,0.1331543,0.1331543,[0.1331543],3,3,3.0,3,[3],"{'CN1C(=O)C(CC2=NCCO2)C2Cc3ccccc3CC21', 'O=C1CC(=C2C(=O)c3ccccc3N2O)C(=O)c2ccccc21'}",2,1.0
CN1C(=O)c2ccccc2C1=O,1,1,100,100,1,[100],0.0061804,0.0061804,0.0061804,[0.0061804],-0.02921445,-0.02921445,-0.02921445,[-0.02921445],2,2,2.0,2,[2],{'CN1C(=O)c2ccccc2C1=O'},1,1.0
CN1CC(=O)C(C2(O)C(=O)Nc3ccccc32)c2ccccc21,1,1,90,90,1,[90],0.0039628,0.0039628,0.0039628,[0.0039628],-0.0363239,-0.0363239,-0.0363239,[-0.0363239],3,3,3.0,3,[3],"{'Cc1oc2ccccc2c1S(=O)(=O)c1ccc(F)cc1', 'CN1CC(=O)C(C2(O)C(=O)Nc3ccccc32)c2ccccc21'}",2,1.0
CNC(=S)Nc1ccccc1NC(=S)c1ccco1,1,1,20,20,1,[20],0.0105493499999999,0.0105493499999999,0.0105493499999999,[0.0105493499999999],0.0071342999999999,0.0071342999999999,0.0071342999999999,[0.0071342999999999],3,3,3.0,3,[3],"{'CNC(=S)Nc1ccccc1NC(=S)c1ccco1', 'CCC1(O)CCOC(=O)NC1Cc1ccccc1'}",2,1.0
CNc1c2ccccc2c(=O)c2c([n+]1C#N)OC2,1,1,100,100,1,[100],0.003534,0.003534,0.003534,[0.003534],-0.0318608499999999,-0.0318608499999999,-0.0318608499999999,[-0.0318608499999999],2,2,2.0,2,[2],{'CNc1c2ccccc2c(=O)c2c([n+]1C#N)OC2'},1,1.0
CNc1ccc(-c2oc(-c3ccc(COC)cc3)c3ccccc23)cc1,1,1,360,360,1,[360],0.4386947,0.4386947,0.4386947,[0.4386947],-0.0185047499999999,-0.0185047499999999,-0.0185047499999999,[-0.0185047499999999],4,4,4.0,4,[4],"{'COc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1OS(=O)(=O)c1ccc(C)cc1', 'CC(=O)Oc1ccc(-c2oc(-c3ccc(C)cc3)c3ccccc23)cc1', 'CNc1ccc(-c2oc(-c3ccc(COC)cc3)c3ccccc23)cc1'}",3,1.0
COC(=O)C(=Cc1coc2ccccc12)OC,1,1,110,110,1,[110],0.0,0.0,0.0,[0.0],-0.0938928,-0.0938928,-0.0938928,[-0.0938928],2,2,2.0,2,[2],{'COC(=O)C(=Cc1coc2ccccc12)OC'},1,1.0
COC(=O)C1(C(=O)OC)Cc2ccccc2C1=O,1,1,50,50,1,[50],0.0060059,0.0060059,0.0060059,[0.0060059],-0.0011365,-0.0011365,-0.0011365,[-0.0011365],2,2,2.0,2,[2],{'COC(=O)C1(C(=O)OC)Cc2ccccc2C1=O'},1,1.0
COC(=O)C1(C)CCC2(c3ccccc3O)COC1C(=O)c1ccc(-c3ccccc3)cc12,1,1,20,20,1,[20],0.0085634,0.0085634,0.0085634,[0.0085634],0.0052191,0.0052191,0.0052191,[0.0052191],2,2,2.0,2,[2],{'COC(=O)C1(C)CCC2(c3ccccc3O)COC1C(=O)c1ccc(-c3ccccc3)cc12'},1,1.0
COC(=O)C1(C2(C(=O)OC)CS(=O)(=O)c3ccccc32)SCS1,1,1,20,20,1,[20],0.00088655,0.00088655,0.00088655,[0.00088655],-0.00267895,-0.00267895,-0.00267895,[-0.00267895],3,3,3.0,3,[3],"{'COC(=O)C1(C2(C(=O)OC)CS(=O)(=O)c3ccccc32)SCS1', 'O=CC1(OC(=O)C(F)(F)C(F)c2ccccc2Br)CC1c1ccccc1'}",2,1.0
COC(=O)C1(C2(C)CSC(=O)C2(C)O)CSC(=O)C(=O)Nc2ccccc2C1,1,1,10,10,1,[10],0.0076742,0.0076742,0.0076742,[0.0076742],0.0011993999999999,0.0011993999999999,0.0011993999999999,[0.0011993999999999],4,4,4.0,4,[4],"{'O=CCn1c(=S)[nH]c(=O)c2ccccc21', 'COC(=O)C1(C2(C)CSC(=O)C2(C)O)CSC(=O)C(=O)Nc2ccccc2C1', 'O=C1CCC(=C2CCc3ccccc32)N1'}",3,1.0
COC(=O)C1(C2(C)OC(=O)CC2C)CCOc2ccccc21,1,1,30,30,1,[30],0.0006028,0.0006028,0.0006028,[0.0006028],-0.01114715,-0.01114715,-0.01114715,[-0.01114715],3,3,3.0,3,[3],"{'O=C1OC(c2ccccc2F)c2ccccc21', 'COC(=O)C1(C2(C)OC(=O)CC2C)CCOc2ccccc21'}",2,1.0
COC(=O)C1(c2ccc(Br)cc2)N=C(C)C(=O)O1,1,1,430,430,1,[430],0.21144985,0.21144985,0.21144985,[0.21144985],-0.24365435,-0.24365435,-0.24365435,[-0.24365435],3,3,3.0,3,[3],"{'COC(=O)C1(c2ccc(Br)cc2)N=C(C)C(=O)O1', 'COc1ccc(-c2oc(-c3ccccc3)c3cccc(OC)c23)cc1O'}",2,1.0
COC(=O)C1=C(C(=O)OC)C(c2ccccc2)NC(=S)N1,1,1,70,70,1,[70],0.0373928,0.0373928,0.0373928,[0.0373928],0.0276726999999999,0.0276726999999999,0.0276726999999999,[0.0276726999999999],2,2,2.0,2,[2],{'COC(=O)C1=C(C(=O)OC)C(c2ccccc2)NC(=S)N1'},1,1.0
COC(=O)C1=C(c2ccccc2)c2ccccc2OC(=O)C1(C)O,1,1,60,60,1,[60],0.020462,0.020462,0.020462,[0.020462],0.0177056,0.0177056,0.0177056,[0.0177056],2,2,2.0,2,[2],{'COC(=O)C1=C(c2ccccc2)c2ccccc2OC(=O)C1(C)O'},1,1.0
COC(=O)C1=C2c3ccccc3CCOC2C(=O)C1(O)OC,1,1,50,50,1,[50],0.0036467,0.0036467,0.0036467,[0.0036467],-0.00372225,-0.00372225,-0.00372225,[-0.00372225],5,5,5.0,5,[5],"{'COC(=O)C1(Sc2ccccc2)OC(=O)c2ccc(Cl)cc21', 'O=C(O)Cc1ccc(C(=O)O)c(O)c1-c1ccccc1', 'COC(=O)C1=C2c3ccccc3CCOC2C(=O)C1(O)OC', 'C=C1CC(=O)c2ccccc2C1O'}",4,1.0
COC(=O)C1=Nc2ccccc2C1c1ccc(OC)cc1,1,1,120,120,1,[120],0.028947,0.028947,0.028947,[0.028947],-0.1308513499999999,-0.1308513499999999,-0.1308513499999999,[-0.1308513499999999],2,2,2.0,2,[2],{'COC(=O)C1=Nc2ccccc2C1c1ccc(OC)cc1'},1,1.0
COC(=O)C1Cc2ccccc2CN1,1,1,30,30,1,[30],0.0003223,0.0003223,0.0003223,[0.0003223],-0.0098018,-0.0098018,-0.0098018,[-0.0098018],2,2,2.0,2,[2],{'COC(=O)C1Cc2ccccc2CN1'},1,1.0
COC(=O)C1Cc2oc(-c3ccccc3)c(Br)c2C(=O)c2ccccc21,1,1,30,30,1,[30],0.0228714,0.0228714,0.0228714,[0.0228714],0.0157461,0.0157461,0.0157461,[0.0157461],2,2,2.0,2,[2],{'COC(=O)C1Cc2oc(-c3ccccc3)c(Br)c2C(=O)c2ccccc21'},1,1.0
COC(=O)C1NC(=O)C(C=Cc2ccccc2)OC1=O,1,1,40,40,1,[40],0.0,0.0,0.0,[0.0],-0.0026177,-0.0026177,-0.0026177,[-0.0026177],2,2,2.0,2,[2],{'COC(=O)C1NC(=O)C(C=Cc2ccccc2)OC1=O'},1,1.0
COC(=O)CC1=CCC2=CC(=O)NC2C1c1ccccc1,1,1,10,10,1,[10],0.00056845,0.00056845,0.00056845,[0.00056845],-0.0066163,-0.0066163,-0.0066163,[-0.0066163],3,3,3.0,3,[3],"{'COC(=O)CC1=CCC2=CC(=O)NC2C1c1ccccc1', 'O=C1CCC(c2ccccc2O)C(=O)N1'}",2,1.0
COC(=O)CC1Cc2ccccc2CC1(O)C(=O)OC,1,1,10,10,1,[10],0.0002937,0.0002937,0.0002937,[0.0002937],-0.0064016,-0.0064016,-0.0064016,[-0.0064016],6,6,6.0,6,[6],"{'CC1CCC(=O)C2=C1CCOC2c1ccccc1', 'O=C1CCC(C2(Cc3ccccc3)NCCO2)C(=O)O1', 'O=C1CC(COC(=O)OCc2ccccc2)CO1', 'O=CC1=CC1=CC(=O)c1ccc(Cl)cc1', 'COC(=O)CC1Cc2ccccc2CC1(O)C(=O)OC'}",5,1.0
COC(=O)c1c(C)noc1-c1ccc(-c2ncc(N)s2)s1,1,1,120,120,1,[120],0.2392384,0.2392384,0.2392384,[0.2392384],0.14444455,0.14444455,0.14444455,[0.14444455],2,2,2.0,2,[2],{'COC(=O)c1c(C)noc1-c1ccc(-c2ncc(N)s2)s1'},1,1.0
COC(=O)c1cc(N(C)c2ccccc2)c(C(=O)OC)o1,1,1,60,60,1,[60],0.0496535,0.0496535,0.0496535,[0.0496535],0.0468971,0.0468971,0.0468971,[0.0468971],2,2,2.0,2,[2],{'COC(=O)c1cc(N(C)c2ccccc2)c(C(=O)OC)o1'},1,1.0
COC(=O)c1cc(N2CCCC2)c2ccc(=O)oc2c1C(=O)OC,1,1,50,50,1,[50],0.0452213,0.0452213,0.0452213,[0.0452213],0.0381634999999999,0.0381634999999999,0.0381634999999999,[0.0381634999999999],2,2,2.0,2,[2],{'COC(=O)c1cc(N2CCCC2)c2ccc(=O)oc2c1C(=O)OC'},1,1.0
COC(=O)c1cc2oc(-c3ccccc3)c(O)c2c(=O)[nH]1,1,1,100,100,1,[100],0.0664548,0.0664548,0.0664548,[0.0664548],0.0420942499999999,0.0420942499999999,0.0420942499999999,[0.0420942499999999],4,4,4.0,4,[4],"{'COC(=O)c1cc2oc(-c3ccccc3)c(O)c2c(=O)[nH]1', 'O=C1CC2(CC1=O)SC(=O)c1ccccc12', 'N#Cc1ccc(-c2oc(-c3ccccc3)c(F)c2Br)cc1'}",3,1.0
COCC1=CC1(C)SC(=O)Cc1coc2ccccc12,1,1,10,10,1,[10],0.0021681,0.0021681,0.0021681,[0.0021681],-0.0045272,-0.0045272,-0.0045272,[-0.0045272],2,2,2.0,2,[2],{'COCC1=CC1(C)SC(=O)Cc1coc2ccccc12'},1,1.0
COCC1=CC1=CC(=O)c1ccc(-c2ccccc2OC)o1,1,1,110,110,1,[110],0.1584931,0.1584931,0.1584931,[0.1584931],0.0853218999999999,0.0853218999999999,0.0853218999999999,[0.0853218999999999],2,2,2.0,2,[2],{'COCC1=CC1=CC(=O)c1ccc(-c2ccccc2OC)o1'},1,1.0
COCC1=Cc2ccccc2C(=O)C1(O)S(=O)(=O)c1ccc(C)cc1,1,1,20,20,1,[20],0.0116686,0.0116686,0.0116686,[0.0116686],0.0083253499999999,0.0083253499999999,0.0083253499999999,[0.0083253499999999],3,3,3.0,3,[3],"{'COCC1=Cc2ccccc2C(=O)C1(O)S(=O)(=O)c1ccc(C)cc1', 'O=C1CC(=O)C(O)(c2ccccc2)c2ccccc21'}",2,1.0
COCOc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1,1,1,450,450,1,[450],0.4640764,0.4640764,0.4640764,[0.4640764],0.0118107,0.0118107,0.0118107,[0.0118107],3,3,3.0,3,[3],"{'COCOc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1', 'Brc1ccc(-c2oc(-c3ccccc3)c3ccccc23)s1'}",2,1.0
COCc1ccc(-c2oc(-c3ccc(C)cc3)c3ccccc23)cc1,1,1,260,260,1,[260],0.4807698,0.4807698,0.4807698,[0.4807698],0.0367345,0.0367345,0.0367345,[0.0367345],2,2,2.0,2,[2],{'COCc1ccc(-c2oc(-c3ccc(C)cc3)c3ccccc23)cc1'},1,1.0
COCc1ccc(-c2oc(-c3ccccc3)c3cc(F)ccc23)cc1,1,1,400,400,1,[400],0.4488016,0.4488016,0.4488016,[0.4488016],0.0054784,0.0054784,0.0054784,[0.0054784],9,9,9.0,9,[9],"{'CCC(=O)Oc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1', 'COc1ccc(-c2oc(-c3ccccc3)c3cccc(OC)c23)cc1', 'COC1COC(=O)c2oc(-c3ccccc3)c(O)c2O1', 'COc1ccc(-c2oc(-c3cccnc3)c3ccccc23)cc1O', 'COCc1ccc(-c2oc(-c3ccccc3)c3cc(F)ccc23)cc1', 'COC(=O)Oc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1', 'Cc1cc(-c2oc(-c3ccc(N)cc3)c3ccccc23)no1', 'COOc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1OC'}",8,1.0
COCc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1,1,1,200,200,1,[200],0.484736,0.484736,0.484736,[0.484736],0.0687508499999999,0.0687508499999999,0.0687508499999999,[0.0687508499999999],2,2,2.0,2,[2],{'COCc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1'},1,1.0
COCc1ccc(CC2CC(=O)N(Cc3ccccc3)C2=O)cc1,1,1,60,60,1,[60],0.0008406,0.0008406,0.0008406,[0.0008406],-0.0040313,-0.0040313,-0.0040313,[-0.0040313],8,8,8.0,8,[8],"{'O=CC1=Cc2ccccc2C1=O', 'O=CC1=Cc2ccccc2C(=O)C1(O)O', 'COCc1ccc(CC2CC(=O)N(Cc3ccccc3)C2=O)cc1', 'COCCOC1Oc2ccccc2C1SCc1ccccc1', 'O=C1C=CC(=O)c2cc(O)ccc21', 'O=CS(=O)(=O)c1ccc2oc(-c3ccccc3)nc2c1', 'O=C1C=CC(=Cc2ccccc2O)OC(=O)C1'}",7,1.0
COCc1ccc2oc(-c3ccccc3)c(O)c(=O)c2c1,1,1,80,80,1,[80],0.0104504,0.0104504,0.0104504,[0.0104504],0.0038277,0.0038277,0.0038277,[0.0038277],10,10,10.0,10,[10],"{'O=CC1=Cc2ccccc2CC1', 'O=C1CCc2oc(-c3ccccc3)cc2C1=O', 'O=C(O)c1ccc(N2C(=O)c3ccccc3C2=O)cc1', 'O=c1ccc2ccc(-c3ccccc3O)cc2o1', 'O=C1CCC23Cc4ccc(c2c4)C1C3=O', 'O=C1C(=C2Nc3ccccc3C2=O)N=Cc2ccccc21', 'O=C(O)CC1=NNC(=O)C1=Cc1ccccc1', 'O=C1CCC(C(=O)CBr)(c2cccc3cccnc23)O1', 'COCc1ccc2oc(-c3ccccc3)c(O)c(=O)c2c1'}",9,1.0
COCc1ccccc1C1(C)c2ccccc2C(=O)C1O,1,1,70,70,1,[70],0.02326505,0.02326505,0.02326505,[0.02326505],0.01313845,0.01313845,0.01313845,[0.01313845],3,3,3.0,3,[3],"{'COCc1ccccc1C1(C)c2ccccc2C(=O)C1O', 'O=C1CCc2nc3ccccc3cc2C1=O'}",2,1.0
